"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134715138|LOC134715138" 136.553477197184 0.68913868864331 0.208942054694877 4.76323409903092e-05 0.00774750381064116
"gene-LOC134708608|LOC134708608" 118.127655921401 -0.0764725392873426 0.161465180413129 0.000528379678985798 0.0411805912309556
"gene-LOC134707955|LOC134707955" 101.114224482255 1.31058265360347 0.184115931018788 5.85592014015036e-14 2.19069972443025e-10
"gene-LOC134686847|LOC134686847" 113.481613565271 -0.393200162281421 0.152496024002701 0.000703897276312268 0.048384183913669
"gene-LOC134715827|LOC134715827" 36.1011331008492 0.611491278930673 0.188467317798741 6.56827072215388e-05 0.00982876030863107
"gene-LOC134685659|LOC134685659" 36.9774046862688 0.935449951319987 0.234405092584596 3.09068113811873e-06 0.00128469312641135
"gene-LOC134715512|LOC134715512" 478.171033390736 -0.890449289888648 0.265938599746804 3.45414909557796e-05 0.00635331355786983
"gene-LOC134696006|LOC134696006" 62.2617147462863 0.541782669603362 0.210562077960866 0.000510320448345395 0.0411805912309556
"gene-LOC134714372|LOC134714372" 55.8613469193798 0.631261147664365 0.184538364724411 3.24743603852002e-05 0.00635331355786983
"gene-LOC134720801|LOC134720801" 132.729343094199 0.599668634725802 0.149589739910943 3.59360712831379e-06 0.00134436842670219
"gene-LOC134685357|LOC134685357" 77.1509672082553 0.454138463238852 0.134626381540164 5.38130194466948e-05 0.00838810440625356
"gene-LOC134692876|LOC134692876" 50.2166315223588 0.521457315331473 0.20420644512797 0.000548388034430753 0.0418677476899071
"gene-LOC134725463|LOC134725463" 33.8293888042176 0.510049973373358 0.191486970808735 0.000432874630531812 0.0404845998204878
"STRG.11120|LOC134697233" 45.659257785641 -1.37205271299082 0.40798674303286 2.83117771182408e-05 0.00588413101107437
"gene-LOC134706837|LOC134706837" 347.902279135976 0.292300153692995 0.0926826748833624 0.000206160555312986 0.022683724630173
"gene-LOC134709918|LOC134709918" 102.982053547883 0.472218600208264 0.177210949940276 0.000453331716854946 0.0406787531197961
"gene-LOC134714939|LOC134714939" 233.257262644103 0.659565830527468 0.146823357510144 4.03215245147189e-07 0.000301685646419127
"gene-LOC134723546|LOC134723546" 234.648716642909 -0.0765816126179305 0.162634619314851 4.10040717696239e-05 0.00697255602228013
"gene-LOC134710226|LOC134710226" 252.203719940403 0.548288556687145 0.186863375746751 0.000179625917341881 0.0209993923992493
"gene-LOC134691227|LOC134691227" 188.476875604751 1.29869668026751 0.30406915614342 8.21646663434476e-07 0.000512296694651396
"gene-LOC134714791|LOC134714791" 188.842928454007 0.744761209734663 0.200605467932377 1.02120071029715e-05 0.00280544185183946
"gene-LOC134715868|LOC134715868" 87.2439802564951 0.43632432804077 0.17213022262998 0.000712872572992861 0.048384183913669
"gene-LOC134715632|LOC134715632" 29.7669110591092 -0.785964061225627 0.309841644267921 0.000430057291096939 0.0404845998204878
"gene-LOC134725089|LOC134725089" 635.926751944758 0.808685079884029 0.351676510539898 0.000740078832773138 0.048384183913669
"gene-LOC134720658|LOC134720658" 60.5152679780762 -0.583394535194283 0.184202914743766 8.23041703959224e-05 0.0115437806962633
"gene-LOC134706812|LOC134706812" 168.493404642854 0.353135147669817 0.12834280422778 0.000523638482740417 0.0411805912309556
"gene-LOC134706577|LOC134706577" 43.1805111850291 0.787678825112094 0.260339874043291 0.000105605945192263 0.0136502865213606
