"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 12.6422299885278 -0.0889549644734048 0.16907514566072 0.183036663635151 0.533556050064452
"gene-LOC134683207|LOC134683207" 17.1096021924261 -0.0326098298376416 0.130186662438415 0.654681292243875 0.889702129384053
"gene-LOC134691074|LOC134691074" 43.0832749280266 -0.0135430463972497 0.113005194890753 0.859712891779101 0.963328313156214
"gene-LOC134725448|LOC134725448" 13.5150653862364 -0.0187804806512524 0.134324491535706 0.778919038229374 0.934155123383526
"gene-LOC134725095|LOC134725095" 590.346193532984 0.0123070345294273 0.122385616385715 0.868077515478521 0.966608926989511
"gene-LOC134724950|LOC134724950" 11.6299354689097 0.00391348003475728 0.138060270084243 0.948589339007929 0.990304044154379
"gene-LOC134715300|LOC134715300" 21.3537358695528 0.0303887052536768 0.152355020317753 0.454332796816613 0.787518281938612
"gene-LOC134680880|LOC134680880" 22.5706201283171 -0.0503041356831212 0.14389055933637 0.453715424463447 0.787079675039508
"gene-LOC134682079|LOC134682079" 51.4801829807972 -0.0450264089935055 0.136971611295388 0.525378131770229 0.820673818270151
"gene-LOC134690923|LOC134690923" 99.1954885100181 0.144434921650731 0.123107531709166 0.100636609110644 0.397698697345172
"gene-LOC134707468|LOC134707468" 12.5127699569296 0.0835563509474345 0.178404726281599 0.0941206594159577 0.383163312609813
"gene-LOC134727934|LOC134727934" 29.5067273128052 -0.0598106468050918 0.134462838253918 0.433553132997255 0.772788188931576
"gene-LOC134712069|LOC134712069" 36.6177318291109 0.0508734527761589 0.158154653240621 0.269578355413266 0.637009489361574
"gene-LOC134715471|LOC134715471" 22.8421651869373 0.0126251256552126 0.124523570567394 0.866464154979715 0.965701494139902
"gene-LOC134725168|LOC134725168" 29.5328485849004 0.634008324682891 0.320506335246701 0.00205458153639671 0.0525883494358261
"gene-LOC134715042|LOC134715042" 16.3458045059589 0.0205736878423925 0.149988888902058 0.61463230349415 0.870315044558791
"gene-LOC134703116|LOC134703116" 88.0332074414582 0.0719761671731685 0.104404827140477 0.361546331855524 0.717007887624129
"gene-LOC134711670|LOC134711670" 12.0286078288664 0.141552306558879 0.231285120645157 0.0468393500955194 0.260348051431442
"gene-LOC134706624|LOC134706624" 13.879902626793 0.0259305703856929 0.132036634729548 0.704783610469204 0.913843893630802
"gene-LOC134711335|LOC134711335" 32.6946317201491 -0.0600763555907712 0.137470958941982 0.423289173926167 0.76414330263323
"gene-LOC134717773|LOC134717773" 191.741664538731 -0.112157399342087 0.0917860711080056 0.135126262528076 0.459177938058482
"gene-LOC134711399|LOC134711399" 62.4461205814062 -0.00388490502374695 0.139437199125651 0.945380075797029 0.989833150044
"gene-LOC134690738|LOC134690738" 36.1853078337576 -0.122688079708431 0.155198081682069 0.161440585187512 0.503727667666469
"gene-LOC134681724|LOC134681724" 95.4120848833219 0.127608787055715 0.0898822236634697 0.0875725324324254 0.368150019033973
"gene-LOC134718434|LOC134718434" 41.7947674063836 0.0877368642896771 0.153395559878629 0.25343039978476 0.617939210310395
"gene-LOC134716152|LOC134716152" 24.7744253208935 0.0786401212484247 0.169412323173554 0.16850422324458 0.516685971858697
"gene-LOC134682152|LOC134682152" 1466.44850508486 0.0550664350172151 0.153865225199936 0.379166398171977 0.729192114704031
"gene-LOC134712313|LOC134712313" 8.69774642151937 -0.0106967822099256 0.141071169478902 0.850387322166436 NA
"gene-LOC134706781|LOC134706781" 33.9728272918838 -0.0271803010018926 0.109122853054222 0.72514191090168 0.918660814353663
"gene-LOC134685123|LOC134685123" 101.882680214245 0.262422166491544 0.264428729784402 0.0291126751411903 0.19471542578953
"gene-LOC134707414|LOC134707414" 30.6363746783328 0.0709106824778685 0.149604937998436 0.322799626899179 0.686525044158087
"gene-LOC134720742|LOC134720742" 9.19339982755915 -0.0320884586526395 0.138746597913543 0.624511864021147 NA
"gene-LOC134721906|LOC134721906" 24.3772675493974 0.0560956852744701 0.138873107484685 0.443229725428646 0.77925532646219
"gene-LOC134706886|LOC134706886" 36.2764851601918 0.140383142770339 0.180358635575163 0.116941131414585 0.429159384313662
"gene-LOC134696282|LOC134696282" 8.28845358398641 -0.0213902672598273 0.144442728199655 0.691661654383699 NA
"gene-LOC134702776|LOC134702776" 322.558071562878 -0.391146336156159 0.133788966996303 0.000341086769531927 0.0197373513690751
"gene-LOC134718603|LOC134718603" 7.97320669242361 -0.0204091751921791 0.151376560739804 0.564191485224266 NA
"gene-LOC134683568|LOC134683568" 114.492733370868 0.364561263541855 0.170615795959986 0.00335877580493994 0.0644030354787447
"gene-LOC134680973|LOC134680973" 93.8886994590859 -0.0507682427502877 0.155439055309936 0.323653850617472 0.686525044158087
"gene-LOC134696539|LOC134696539" 63.7972096772512 0.000142612789195425 0.12346673201191 0.998215519739806 0.999449217276948
"gene-LOC134693343|LOC134693343" 44.9705643232484 0.0454482991334779 0.146448007748881 0.464277306930507 0.790783289085905
"gene-LOC134687903|LOC134687903" 59.6882326465821 0.0698935138765626 0.154602051027987 0.294482614996005 0.66293224532941
"gene-LOC134712513|LOC134712513" 19.5063345331502 0.0648474602291139 0.159088529412399 0.263512988516099 0.62999993498304
"gene-LOC134721348|LOC134721348" 43.2787561289162 -0.0015943006992896 0.0960021512812783 0.980237324627521 0.997005351680942
"gene-LOC134687455|LOC134687455" 258.051787398648 0.0689372952910913 0.100848892571062 0.376546370534931 0.728006352883581
"gene-LOC134696665|LOC134696665" 75.6478485689403 0.133733650723386 0.117516951405391 0.119018968267811 0.433252877023623
"gene-LOC134715138|LOC134715138" 136.553477197184 0.38795332989584 0.218204966123008 0.00591673193753023 0.0760947132776547
"gene-LOC134725867|LOC134725867" 83.4904139209544 0.150164590070607 0.151301707800552 0.107415485366624 0.41168525172152
"gene-LOC134722913|LOC134722913" 11.5235123620786 0.0257105608308362 0.151674559211397 0.510011175758317 0.81488296659456
"gene-LOC134705761|LOC134705761" 17.7595808679303 -0.125261493661384 0.190340398598228 0.11233178141014 0.422352180395477
"gene-LOC134725267|LOC134725267" 25.7646492312595 0.0536073581526156 0.132503674172952 0.481006584645479 0.798310800278451
"gene-LOC134683075|LOC134683075" 12.4701351271789 0.967864720745674 0.291438649112794 4.18225290974978e-05 0.0063035304902531
"gene-LOC134708220|LOC134708220" 73.5876941758318 -0.0004553304231223 0.113945227560713 0.994313823812058 0.998600891768534
"gene-LOC134701246|LOC134701246" 136.947272130333 0.167724278262153 0.169386984533279 0.0841304375963998 0.363015556632668
"gene-LOC134722146|LOC134722146" 139.864134772842 -0.0174296063465198 0.12881777854516 0.811488894826132 0.94539987908829
"gene-LOC134712648|LOC134712648" 20.850906686001 0.00640574109625802 0.142530728633157 0.909681785865206 0.981828242253754
"gene-LOC134695228|LOC134695228" 313.786215614115 -0.0332714276774359 0.0992922884121157 0.66459919508969 0.894737719853818
"gene-LOC134686373|LOC134686373" 7674.58292559555 -0.0504614795902468 0.147525376197228 0.421651171285314 0.76323803225528
"gene-LOC134715580|LOC134715580" 15.2565700592013 0.0181254691984526 0.139706023963881 0.768746766713058 0.929523842363308
"gene-LOC134698487|LOC134698487" 256.9723672265 -0.319388700854149 0.156744185089528 0.00518501273162266 0.0722214537958818
"gene-LOC134691508|LOC134691508" 14.5462891337229 -0.0593920755887502 0.15648633928538 0.298311080264629 0.665602983890987
"gene-LOC134695651|LOC134695651" 16.0207370905505 -0.0786244609392658 0.1738249226482 0.117480178691952 0.430649908429038
"gene-LOC134709790|LOC134709790" 11.7004677129977 -0.0199428250260801 0.147502713858501 0.67229569678943 0.899122660109842
"gene-LOC134724530|LOC134724530" 1674.41795347196 0.119636338778392 0.0907789004646448 0.110962517270694 0.419933015177275
"gene-LOC134696421|LOC134696421" 11.7602928952577 -0.000913147314563339 0.145597432071563 0.98443435374384 0.998100795168696
"gene-LOC134709968|LOC134709968" 65.6601227927431 0.0254343482591995 0.0866389061424223 0.728578980720028 0.919570847872458
"gene-LOC134681337|LOC134681337" 58.511239942784 0.0898148113591043 0.122794043145549 0.279253020042035 0.648455328875825
"gene-LOC134725666|LOC134725666" 9.81023150567635 -0.0273177036947109 0.155363443009252 0.283109346213523 NA
"gene-LOC134721338|LOC134721338" 1308.39107178623 -0.0804857205913549 0.144037446274561 0.329558843934915 0.691359561194979
"gene-LOC134721116|LOC134721116" 39.1676597468276 0.0785394538841405 0.107224262898893 0.328837997812925 0.690983248497628
"gene-LOC134725634|LOC134725634" 8.86408674871238 -0.0450379130581478 0.14952189307032 0.432684837538215 NA
"gene-LOC134714908|LOC134714908" 11.2022968707285 0.000832043149522372 0.150214909250919 0.989527317793432 NA
"gene-LOC134692139|LOC134692139" 15.1510903759491 0.272290368941696 0.306607024173158 0.0272649078133062 0.186697806230196
"gene-LOC134722143|LOC134722143" 28.8078311029898 0.038357473455169 0.122385519801445 0.619075100789387 0.873281420374241
"gene-LOC134703876|LOC134703876" 229.75891721054 -0.221204813380157 0.183614421413808 0.0401993713496161 0.236203196479476
"gene-LOC134707222|LOC134707222" 28.8026847985612 -0.122459871286252 0.18297420226 0.12819760349125 0.447655532449779
"gene-LOC134691519|LOC134691519" 40.2134782343756 0.566475992070223 0.331474954490199 0.00373982674991577 0.0654932261726244
"gene-LOC134707095|LOC134707095" 22.5729810210132 -0.367435649189799 0.318605908535904 0.0138439643341971 0.127594239803005
"gene-LOC134697304|LOC134697304" 9.9714811235421 0.107439144355097 0.196765263945819 0.0664785776431597 NA
"gene-LOC134715750|LOC134715750" 225.943444830135 0.071132441156601 0.117825208500243 0.378195859717902 0.728905401288506
"gene-LOC134706975|LOC134706975" 10.5679473994575 -0.0267413360981854 0.145128273572322 0.625459867764793 NA
"gene-LOC134712133|LOC134712133" 7.98945414827649 -0.000680890341185078 0.150829445897101 0.977199413894767 NA
"gene-LOC134707602|LOC134707602" 9.50695454505338 0.352087769245746 0.764497037306772 0.0131174412188349 NA
"gene-LOC134708214|LOC134708214" 8.43729697724788 0.00757355269648338 0.146042642629309 0.865915447064169 NA
"gene-LOC134721955|LOC134721955" 11.2738574712985 -0.0474848072996442 0.152520552016774 0.382125913491213 NA
"gene-LOC134695400|LOC134695400" 29.8609864877192 0.379351997190256 0.346511998069804 0.0134713832675525 0.124931324722331
"gene-LOC134708256|LOC134708256" 55.9079927394656 -0.104870469332844 0.109031426137284 0.19963553394725 0.558893259400487
"gene-LOC134721045|LOC134721045" 7.30156269565737 -0.00659081747207105 0.151262479571315 0.815833407832518 NA
"gene-LOC134716133|LOC134716133" 29.2732961935207 0.0900304594417588 0.125336406430022 0.278107449678835 0.647186492412397
"gene-LOC134686710|LOC134686710" 12.3524543303162 0.0533003233710389 0.15346711365002 0.34973987636156 0.706410752138696
"gene-LOC134725870|LOC134725870" 86.71790524084 -0.022445928202306 0.09473077740629 0.763265852213746 0.928022025680149
"gene-LOC134687670|LOC134687670" 19.1900219268643 -0.0528586936971402 0.135670702272558 0.474253197378311 0.795509942666651
"gene-LOC134702634|LOC134702634" 42.9141843810154 0.0747061218804664 0.102421972137159 0.339957835019854 0.700053187889568
"gene-LOC134707592|LOC134707592" 1401.0503223317 0.0398836760763008 0.144206759018644 0.527911236999139 0.822271937261191
"gene-LOC134703313|LOC134703313" 242.983131793145 -0.154035555776144 0.160717996457759 0.100785239543042 0.397762934019821
"gene-LOC134687354|LOC134687354" 778.720238038977 0.184025747163102 0.111971274688714 0.0332931225285443 0.212165906693703
"gene-LOC134711719|LOC134711719" 72.1440512122288 0.0783290724648144 0.116598669050932 0.33696789261642 0.698234841608683
"gene-LOC134721931|LOC134721931" 26.2576982562605 -0.00163335031147904 0.133952260484146 0.985282513434374 0.998124245379738
"gene-LOC134715902|LOC134715902" 16.5859013858167 0.112873192750925 0.182599978418627 0.132008734532416 0.454112849524727
"gene-LOC134714863|LOC134714863" 22.6664221241657 1.00724515494737 0.29415678346281 2.95082658486326e-05 0.0048665458675671
"gene-LOC134684188|LOC134684188" 8.67692573475646 -0.964709766139327 0.406645480131598 0.000657401335461953 NA
"gene-LOC134687508|LOC134687508" 48.1733186019933 -0.0192168942984479 0.118083053605679 0.804462873925873 0.942385798096834
"gene-LOC134700104|LOC134700104" 10.3414781352794 0.0101600271092082 0.153095585963216 0.620168551443569 NA
"gene-LOC134716100|LOC134716100" 78.53177566463 0.25738634444173 0.128066155155292 0.00877442228900697 0.095254658048667
"gene-LOC134710193|LOC134710193" 13.6624902970705 2.14295572258231 1.04941635930899 0.000932619349602911 0.0337670726523825
"gene-LOC134704106|LOC134704106" 235.045836565457 -0.305832383712132 0.16427111405787 0.00776939721492531 0.08808613461028
"gene-LOC134710315|LOC134710315" 33.079955090988 0.0101826502891175 0.126938862839244 0.888916504843882 0.974713281343656
"gene-LOC134692168|LOC134692168" 1173.35099853063 0.103582042309074 0.0912766293218284 0.172882955943845 0.521869789227787
"gene-LOC134715998|LOC134715998" 13.7616153927555 0.0510987613089129 0.153616902934406 0.356487150427197 0.713084327752674
"gene-LOC134712565|LOC134712565" 18.7133947272843 1.11152301020387 0.688742858219524 0.00248000334431512 0.0581251947532619
"gene-LOC134725581|LOC134725581" 9.55102878453503 -0.0114963897130044 0.148407856082454 0.779840086777752 NA
"gene-LOC134696267|LOC134696267" 20.2939870662845 0.018176934111195 0.153535023321129 0.454548449090281 0.787681416725698
"gene-LOC134687559|LOC134687559" 59.7423543249431 0.0312150351214426 0.0999275058456807 0.68349570836277 0.905246029095754
"gene-LOC134711089|LOC134711089" 13.6845815563855 0.0158671401334532 0.148914754243071 0.702344478537615 0.913444178470823
"gene-LOC134706707|LOC134706707" 3300.68120691683 -0.280466074521721 0.20875483538452 0.0208880748711447 0.16251574218474
"gene-LOC134702687|LOC134702687" 32.625948639529 0.086673676688484 0.120548939887453 0.296003618002476 0.664993735829503
"gene-LOC134706425|LOC134706425" 19.6086053431707 0.0436763502896681 0.137964729297609 0.532642020793095 0.825156554037262
"gene-LOC134687154|LOC134687154" 146.253730169443 -0.0515774714177249 0.0841208376818136 0.464554687309471 0.790783289085905
"gene-LOC134707300|LOC134707300" 16.5198363055081 0.0789302671354766 0.147725188654104 0.302055856401398 0.669502053808982
"gene-LOC134696254|LOC134696254" 10.4723501978411 -0.0382803333085107 0.153004196629093 0.395574977050509 NA
"gene-LOC134714468|LOC134714468" 30.6362485986023 0.00947921973950476 0.138046260276308 0.876241127556617 0.969773976574604
"gene-LOC134698528|LOC134698528" 200.031233654723 -0.147065677760669 0.14617064268842 0.110173825359369 0.417565241025773
"gene-LOC134691333|LOC134691333" 36.0931417599599 0.0164480173914235 0.141168713274746 0.777510362669084 0.933758311087972
"gene-LOC134716281|LOC134716281" 22.6282279085734 0.10574982097817 0.156131962161664 0.201096792976483 0.560312274626528
"gene-LOC134711545|LOC134711545" 301.770432666581 -0.0244338016024566 0.102953662935942 0.740653734166094 0.921645649060155
"gene-LOC134695193|LOC134695193" 30.0460700337635 0.0278266244064118 0.135560603109467 0.682447458134554 0.904756269678875
"gene-LOC134714076|LOC134714076" 6.55390958170217 0.0275514205882356 0.151386572424531 0.504574792603954 NA
"gene-LOC134703071|LOC134703071" 21.0718469829654 0.0288005245583187 0.120586866905473 0.706579939097904 0.913874863014138
"gene-LOC134688160|LOC134688160" 26.7255851750116 0.0808392180793598 0.150829689793891 0.280852025165775 0.650070274488312
"gene-LOC134724592|LOC134724592" 12.6657679210567 0.167786339372998 0.212825789119402 0.0728710925349577 0.329342782928215
"gene-LOC134703260|LOC134703260" 242.284443998159 -0.150492444400843 0.160610559889936 0.106409090766017 0.409037554718005
"gene-LOC134706486|LOC134706486" 15.5131580830316 0.141832242931525 0.166772649752579 0.121952547182087 0.436912359473248
"gene-LOC134686782|LOC134686782" 15.5473540843646 -0.045554313990969 0.152282477218181 0.3905750335042 0.740155475640911
"gene-LOC134685678|LOC134685678" 8.24605479522157 -0.201318474638538 0.228605143464648 0.0528887253486583 NA
"gene-LOC134712221|LOC134712221" 59.1369971113682 0.0229485069560215 0.133495720929352 0.737935932993116 0.920852092403794
"gene-LOC134711429|LOC134711429" 8.62484928635442 -0.0098416345257358 0.151658361313973 0.723518768757825 NA
"gene-LOC134722801|LOC134722801" 36.2495998036193 0.0913161023722135 0.161920141846787 0.216681499086657 0.576599417686316
"gene-LOC134706601|LOC134706601" 12.2726038905329 0.0409203754107401 0.139818165113205 0.548279144534573 0.83452257767228
"gene-LOC134691223|LOC134691223" 28.7608440698076 0.0875331153696195 0.125061863003469 0.291542942270946 0.661362314216755
"gene-LOC134708608|LOC134708608" 118.127655921401 -0.0204530894771975 0.152007262240792 0.539694927045208 0.828427434989285
"gene-LOC134695966|LOC134695966" 15.5448334107057 -0.00710204905936272 0.14650994966378 0.873253798898211 0.969027535943924
"gene-LOC134724910|LOC134724910" 11.945737613892 0.0323061096372222 0.14229394646082 0.598995636243888 0.860983895723706
"gene-LOC134708269|LOC134708269" 25.3161476399171 -0.110878993351675 0.160129980370343 0.181722247437594 0.532192447195232
"gene-LOC134691063|LOC134691063" 189.213430497515 0.0284105801517964 0.150795506558827 0.514868278160778 0.815474001626943
"gene-LOC134703476|LOC134703476" 256.9952478909 -0.248892021311764 0.190471600816884 0.0266383324211306 0.185452631289088
"gene-LOC134707268|LOC134707268" 74.5756433739852 -0.242779498645384 0.224474332615232 0.0340756414806782 0.214620245321939
"gene-LOC134707658|LOC134707658" 10.9092665254136 0.000629395710643629 0.13453083157857 0.992633235355545 NA
"gene-LOC134697371|LOC134697371" 11.016237348933 0.0273952845243422 0.153461123414111 0.42304143063725 NA
"gene-LOC134691072|LOC134691072" 19.3797622248076 0.0268414610250156 0.124464660603455 0.718679722663138 0.916857602676758
"gene-LOC134680687|LOC134680687" 36.8000849551111 0.142560589261292 0.173815198594075 0.115462015066231 0.427321901470308
"gene-LOC134726040|LOC134726040" 59.7110431163338 -0.0396952418346745 0.113448934140206 0.611489440590178 0.867760688518709
"gene-LOC134711764|LOC134711764" 9.12946326203568 -0.10920249809994 0.180020410524169 0.137781896294377 NA
"gene-LOC134696548|LOC134696548" 22.0364114506975 0.0125268842500951 0.120346328598448 0.868907654045343 0.966870202735791
"gene-LOC134712766|LOC134712766" 12.3239913018082 -0.000311059554288572 0.149502606620549 0.989251257073969 0.998394589372358
"gene-LOC134693922|LOC134693922" 57.0063183854866 0.0670521057642972 0.150553269726918 0.332910266982136 0.69375930556631
"gene-LOC134718676|LOC134718676" 11.1176508092133 0.0119965987227364 0.152756188053985 0.613430070098903 NA
"gene-LOC134702042|LOC134702042" 262.018734601707 -0.342458849712931 0.158091369615502 0.00340764983045954 0.0646311764685818
"gene-LOC134699437|LOC134699437" 79.6397696780108 -0.0101834566613633 0.127885165952462 0.884426164129729 0.972930956749205
"gene-LOC134728344|LOC134728344" 59.3303043408793 0.0651015354563556 0.139211269069648 0.391965606908901 0.740521984304753
"gene-LOC134685332|LOC134685332" 45.3863753445967 0.233736189668374 0.174152227440594 0.0315926307652628 0.204751839989668
"gene-LOC134690676|LOC134690676" 17.0296195994243 -0.134214743977501 0.228657890611162 0.0386310762669618 0.231486813985816
"gene-LOC134715475|LOC134715475" 31.1998273842283 0.0141785664831669 0.111067632512547 0.855642365196423 0.962293628669845
"gene-LOC134727603|LOC134727603" 15.7440262559795 0.351983421453329 0.29419450604365 0.0145225362632815 0.13094524337708
"gene-LOC134685125|LOC134685125" 74.2756826670044 -0.0473444977885461 0.130439558379476 0.529622280886417 0.823137170845292
"gene-LOC134690682|LOC134690682" 475.721031944532 0.0312243928396741 0.12147310560978 0.679994209400999 0.904565367637085
"gene-LOC134699092|LOC134699092" 44.6866644730953 0.0631892962427775 0.108386237614125 0.423023469911516 0.763918288548977
"gene-LOC134710319|LOC134710319" 33.8501029096562 0.0595397850845223 0.134685098835527 0.444283538728408 0.77925532646219
"gene-LOC134727295|LOC134727295" 3452.71667417723 -0.0578737037368932 0.154350503318615 0.320580516005722 0.685519543923059
"gene-LOC134684573|LOC134684573" 55.4896491943107 -0.0339898671080332 0.0927312368353519 0.646844672776028 0.886675195486768
"gene-LOC134699393|LOC134699393" 13.2275149933897 0.0144280492881131 0.149473848622276 0.711991099303631 0.915473457308229
"gene-LOC134725316|LOC134725316" 8.14985454884811 0.00082152946621694 0.151725017122977 0.976324990456838 NA
"gene-LOC134695001|LOC134695001" 27.5494585008744 -0.0915133505401573 0.170334717839666 0.175869318119495 0.526112673518269
"gene-LOC134695499|LOC134695499" 38.3869064613509 0.0856370156542075 0.116347464549857 0.298092343548081 0.665602983890987
"gene-LOC134693010|LOC134693010" 10.6660147387886 -0.00376533564180335 0.147071916657231 0.934266908609529 NA
"gene-LOC134680617|LOC134680617" 17.2092737020931 0.0466964893976447 0.139808060352764 0.50276865339487 0.809611096483439
"gene-LOC134728254|LOC134728254" 31.7596103252187 0.0529467274785371 0.126007540266876 0.493279032816608 0.806236052215598
"gene-LOC134711927|LOC134711927" 46.7406910329123 0.00894736143562129 0.13899858440766 0.883459935785589 0.972930956749205
"gene-LOC134703216|LOC134703216" 243.77448468154 -0.144757084034121 0.157541798266384 0.116304103879433 0.42860800591593
"gene-LOC134696861|LOC134696861" 17.5674481399831 -0.0926287934777928 0.161647332003587 0.215284081235541 0.57441586269557
"gene-LOC134721465|LOC134721465" 62.0515948292899 0.031883702645226 0.1340200494946 0.649765459686717 0.888602812518287
"gene-LOC134688271|LOC134688271" 8.92792571990022 0.0844636801446168 0.167488474830158 0.194866727357314 NA
"gene-LOC134697440|LOC134697440" 379.194560399497 0.0159111699345045 0.134635796798087 0.815551118176765 0.946934906807179
"gene-LOC134687561|LOC134687561" 69.4568176857195 0.0984329787160705 0.157163413399496 0.216942220003575 0.57693989652982
"gene-LOC134699268|LOC134699268" 71.6308482359309 0.143325814533011 0.206105469212354 0.0855961087993766 0.364521084733497
"gene-LOC134721353|LOC134721353" 53.5267842550794 -0.154763058750111 0.177662214521154 0.0990501109159978 0.394314354328367
"gene-LOC134704382|LOC134704382" 30.8735293464291 0.114389580043103 0.126412078109891 0.183267765073289 0.533584180341414
