"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134682079|LOC134682079" 51.4801829807972 -0.629639867960063 0.304542758811827 0.00184352627615573 0.048500691060104
"gene-LOC134727934|LOC134727934" 29.5067273128052 -0.587243553543616 0.259529779477992 0.0013650541197218 0.0421873567947706
"gene-LOC134715138|LOC134715138" 136.553477197184 0.798009356742681 0.213890298450267 1.14355200932847e-05 0.00216610883831509
"gene-LOC134714863|LOC134714863" 22.6664221241657 0.740251458418004 0.32627593201367 0.00111678298398863 0.0379060675259032
"gene-LOC134697440|LOC134697440" 379.194560399497 -0.843082610609736 0.317701554124312 0.000329446849674505 0.0197399173600887
"gene-LOC134707955|LOC134707955" 101.114224482255 1.13917730583728 0.193853096825426 2.47050338766513e-10 7.25339794618482e-07
"gene-LOC134686806|LOC134686806" 94.8938240766104 0.352834638599199 0.138511786407931 0.00159451862695631 0.044799107069318
"gene-LOC134706996|LOC134706996" 28.9581350030737 0.512787815750015 0.21743402436701 0.00136486611551256 0.0421873567947706
"gene-LOC134685155|LOC134685155" 14.3982816485761 1.0570471465847 0.366537585633583 0.000181521370767032 0.0129987010871221
"gene-LOC134720663|LOC134720663" 63.0752093422914 1.2479606324516 0.302772130109211 1.88331389302473e-06 0.000737254611989415
"gene-LOC134716854|LOC134716854" 175.285713027895 0.730429750023851 0.228048073279104 8.08888482828632e-05 0.00774345384951459
"gene-LOC134697084|LOC134697084" 212.932357901158 0.415061596745556 0.142411984281932 0.000419220085013613 0.021979110171428
"gene-LOC134728292|LOC134728292" 183.784498670358 1.00840574779915 0.264803482400363 7.13863868200445e-06 0.00161223409002808
"gene-LOC134685400|LOC134685400" 252.803919187599 0.382184205398849 0.152983262447451 0.00156961169639874 0.0445949486869876
"gene-LOC134721575|LOC134721575" 15.9307572892664 1.141804388465 0.342020755900624 4.80250108820006e-05 0.00552946791959034
"gene-LOC134694369|LOC134694369" 45.8770553189672 -0.464727382793095 0.201249391541971 0.00169359345687731 0.0458284828515372
