Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
T001FX_S219_L001_R1_001	0.04441860896913121	0.009747813704640531	0.00042847532767650685	0.0015353699241741495	0.0	0.002677970797978168	0.0	3.570627730637557e-05	0.0	0.0	0.00017853138653187785	0.0	0.0	5.3559415959563357e-05	0.0	3.570627730637557e-05	7.141255461275114e-05	0.0	0.0002677970797978168	0.0	3.570627730637557e-05	0.0	0.0	3.570627730637557e-05	0.0	0.0	0.0008212443780466382	0.0	0.00021423766383825343	0.00016067824787869005	0.00010711883191912671	0.0004106221890233191	0.0005713004369020091	3.570627730637557e-05	0.0008212443780466382	0.000749831823433887	0.0	0.0033742432054524913	0.000249943941144629	3.570627730637557e-05	0.0009819226259253282	5.3559415959563357e-05	0.0001249719705723145	0.0	0.00046418160498288235	8.926569326593893e-05	0.0006248598528615725	0.0	0.0016424887560932764	0.00023209080249144117	1.7853138653187784e-05	3.570627730637557e-05	3.570627730637557e-05	0.0002677970797978168	1.7853138653187784e-05
T001FX_S219_L002_R1_001	0.04706674950033953	0.015308290777593374	0.00035683661486231636	0.0016057647668804237	0.0	0.0	0.0	0.0	0.00014273464594492655	1.784183074311582e-05	0.0004638875993210113	3.568366148623164e-05	7.136732297246328e-05	1.784183074311582e-05	1.784183074311582e-05	0.0	1.784183074311582e-05	1.784183074311582e-05	0.0004103621070916638	0.0	0.00017841830743115818	0.0	0.0	0.0	0.0	1.784183074311582e-05	0.0012132444905318756	0.0	0.000588780414522822	0.00012489281520181074	0.00019626013817427402	0.0004460457685778955	0.0006601477374952854	0.0002854692918898531	0.0013916627979630339	0.0017128157513391184	1.784183074311582e-05	0.003960886424971712	0.00032115295337608473	0.0006244640760090537	0.0011061935060731806	0.0006423059067521695	0.0004638875993210113	0.00019626013817427402	0.0008564078756695592	8.920915371557909e-05	0.0008207242141833276	1.784183074311582e-05	0.0024800144732930987	0.0003389947841192006	3.568366148623164e-05	0.0001070509844586949	8.920915371557909e-05	0.0002497856304036215	0.0002497856304036215
T001F_S100_L001_R1_001	0.042451339302679594	0.00994856714371385	0.00037075405504523665	0.0019464587889874922	0.0	0.002533486042809117	0.0	0.0	0.0	0.0	0.00010813659938819402	0.0	0.0	0.0	0.0	6.179234250753944e-05	9.268851376130916e-05	0.0	0.0002317212844032729	0.0	3.089617125376972e-05	0.0	0.0	0.0	0.0	0.0	0.0008959889663593219	0.0	0.0001544808562688486	0.00021627319877638804	6.179234250753944e-05	0.00021627319877638804	0.0003553059694183518	1.544808562688486e-05	0.0006488195963291641	0.000664267681956049	0.0	0.002888792012227469	0.0001544808562688486	1.544808562688486e-05	0.0006024753394485096	6.179234250753944e-05	0.00010813659938819402	0.0	0.00037075405504523665	0.00010813659938819402	0.00041709831192589123	0.0	0.0015757047339422555	0.0002935136269108123	0.0	3.089617125376972e-05	0.0001544808562688486	9.268851376130916e-05	3.089617125376972e-05
T001F_S100_L002_R1_001	0.047116349958923415	0.013805182983386326	0.0004005968276429068	0.0015099418888078792	0.0	0.0	3.0815140587915904e-05	0.0	9.244542176374772e-05	0.0	0.0002619286949972852	3.0815140587915904e-05	3.0815140587915904e-05	3.0815140587915904e-05	0.0	4.622271088187386e-05	1.5407570293957952e-05	0.0	0.0004468195385247806	0.0	0.00012326056235166362	0.0	0.0	0.0	0.0	1.5407570293957952e-05	0.001309643474986426	0.0	0.0004005968276429068	0.0002311135544093693	0.0002311135544093693	0.0003851892573489488	0.0004622271088187386	0.000323558976173117	0.0011093450611649727	0.0013712737561622577	9.244542176374772e-05	0.004036783417016984	0.00033896654646707494	0.0005084498197006124	0.0007549709444039396	0.0004314119682308227	0.0003851892573489488	0.00015407570293957953	0.0008320087958737294	0.00018489084352749544	0.000647117952346234	1.5407570293957952e-05	0.0020800219896843232	0.0004314119682308227	9.244542176374772e-05	9.244542176374772e-05	0.00016948327323353747	0.00024652112470332723	0.0002927438355852011
T001G_S112_L001_R1_001	0.043671000807501525	0.010645836423262636	0.00019775547535472388	0.001779799278192515	0.0	0.002109391737117055	0.0	0.0	3.295924589245398e-05	0.0	9.887773767736194e-05	0.0	0.0	0.0	0.0	1.647962294622699e-05	0.00013183698356981593	0.0	0.00026367396713963186	0.0	4.943886883868097e-05	3.295924589245398e-05	0.0	4.943886883868097e-05	4.943886883868097e-05	1.647962294622699e-05	0.0008075015243651226	0.0	0.00013183698356981593	0.00019775547535472388	6.591849178490796e-05	0.00021423509830095086	0.0005273479342792637	3.295924589245398e-05	0.0009558181308811654	0.0009228588849887115	0.0	0.003164087605675582	0.00019775547535472388	8.239811473113494e-05	0.0008404607702575766	6.591849178490796e-05	9.887773767736194e-05	1.647962294622699e-05	0.0005273479342792637	0.00013183698356981593	0.0007086237866877605	0.0	0.0019116362617623308	0.0003131128359783128	1.647962294622699e-05	1.647962294622699e-05	8.239811473113494e-05	0.0001812758524084969	6.591849178490796e-05
T001G_S112_L002_R1_001	0.04645560174121505	0.014412727324659652	0.0003283081395138873	0.0013788941859583265	3.283081395138873e-05	0.0	0.0	3.283081395138873e-05	3.283081395138873e-05	1.6415406975694364e-05	0.0002790619185868042	8.207703487847182e-05	3.283081395138873e-05	0.0	0.0	6.566162790277745e-05	1.6415406975694364e-05	0.0	0.0003283081395138873	0.0	0.00011490784882986054	0.0	0.0	0.0	1.6415406975694364e-05	0.0	0.001034170639468745	1.6415406975694364e-05	0.0005252930232222196	9.849244185416619e-05	0.00016415406975694364	0.00036113895346527597	0.0004924622092708309	0.00029547732556249855	0.0011819093022499942	0.001625125290593742	9.849244185416619e-05	0.004399329069486089	0.0004103851743923591	0.00044321598834374783	0.001034170639468745	0.00045963139531944217	0.00039396976741666476	9.849244185416619e-05	0.0009356781976145788	8.207703487847182e-05	0.0006730316860034689	1.6415406975694364e-05	0.0023474031975242943	0.00039396976741666476	6.566162790277745e-05	4.9246220927083095e-05	0.0001313232558055549	0.00018056947673263798	0.0003118927325381929
T002FX_S220_L001_R1_001	0.04394584847486961	0.01027859651000922	0.00023272293984926535	0.0014739119523786805	0.0	0.0021720807719264766	0.0	0.0	0.0	0.0	0.00013575504824540479	0.0	1.9393578320772112e-05	5.818073496231634e-05	0.0	3.8787156641544225e-05	5.818073496231634e-05	0.0	0.00038787156641544225	0.0	3.8787156641544225e-05	3.8787156641544225e-05	0.0	1.9393578320772112e-05	0.0	0.0	0.0010472532293216942	0.0	0.00023272293984926535	0.000174542204886949	0.00011636146992463267	0.000349084409773898	0.0004654458796985307	1.9393578320772112e-05	0.0012411890125294152	0.0011636146992463267	3.8787156641544225e-05	0.0034132697844558918	0.00025211651817003746	5.818073496231634e-05	0.0008921046027555172	9.696789160386056e-05	7.757431328308845e-05	0.0	0.000678775241227024	9.696789160386056e-05	0.0007369559761893403	0.0	0.0019199642537564392	0.00027151009649080957	1.9393578320772112e-05	5.818073496231634e-05	5.818073496231634e-05	0.00019393578320772112	5.818073496231634e-05
T002FX_S220_L002_R1_001	0.04976616455908951	0.01341489176341065	0.00019274269775015302	0.0016190386611012856	0.0	0.0	0.0	0.0	7.709707910006122e-05	3.854853955003061e-05	0.0002891140466252296	0.00011564561865009183	1.9274269775015304e-05	1.9274269775015304e-05	1.9274269775015304e-05	3.854853955003061e-05	0.0	0.0	0.00038548539550030603	0.0	7.709707910006122e-05	0.0	0.0	0.0	3.854853955003061e-05	1.9274269775015304e-05	0.0010600848376258417	1.9274269775015304e-05	0.0004047596652753214	0.00013491988842510714	0.00023129123730018366	0.0002891140466252296	0.0004240339350503367	0.0002891140466252296	0.0009829877585257807	0.0012913760749260253	7.709707910006122e-05	0.004259613620278382	0.00023129123730018366	0.0005396795537004285	0.0009637134887507652	0.0004625824746003673	0.00038548539550030603	0.00017346842797513775	0.0007516965212255968	0.00011564561865009183	0.0005975023630254745	1.9274269775015304e-05	0.0022550895636767906	0.0004047596652753214	7.709707910006122e-05	3.854853955003061e-05	0.00019274269775015302	0.00019274269775015302	0.00023129123730018366
T002F_S101_L001_R1_001	0.044319998674542095	0.011124378839537935	0.00020710279754458923	0.0020710279754458925	0.0	0.0018639251779013033	0.0	0.0	0.0	0.0	8.875834180482395e-05	0.0	0.0	2.9586113934941316e-05	0.0	4.4379170902411976e-05	5.917222786988263e-05	0.0	0.0002662750254144719	0.0	1.4793056967470658e-05	0.0	0.0	1.4793056967470658e-05	1.4793056967470658e-05	0.0	0.0009467556459181221	0.0	0.0002218958545120599	0.0002810680823819425	7.39652848373533e-05	0.0003106541963168838	0.0005177569938614731	5.917222786988263e-05	0.0009171695319831809	0.0008432042471458275	0.0	0.003387610045550781	0.00020710279754458923	5.917222786988263e-05	0.0008727903610807689	0.00013313751270723596	0.00023668891147953053	1.4793056967470658e-05	0.0004437917090241198	0.0001775166836096479	0.0005473431077964144	0.0	0.0018343390639663619	0.0003254472532843545	0.0	2.9586113934941316e-05	0.00010355139877229462	0.0001775166836096479	1.4793056967470658e-05
