	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A7-T046F_S148_L099_R1_cmb	2.0	3.0	4.0	11.0	18.0	27.0	48.0	82.0	97.0	183.0	318.0	601.0	1184.0	2051.0	3537.0	5913.0	9459.0	13931.0	20516.0	27665.0	38312.0	50786.0	73942.0	119639.0	316917.0	1396569.0	755553.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A8-T110F_S156_L099_R1_cmb	4.0	4.0	8.0	11.0	22.0	53.0	79.0	111.0	160.0	230.0	322.0	586.0	971.0	1667.0	2786.0	4794.0	7804.0	12094.0	18088.0	24849.0	35421.0	47983.0	70259.0	115568.0	306750.0	1376433.0	821346.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A9-T055G_S164_L099_R1_cmb	12.0	13.0	15.0	12.0	30.0	68.0	116.0	162.0	271.0	324.0	505.0	825.0	1189.0	1921.0	3446.0	5527.0	9011.0	13513.0	20006.0	27745.0	39273.0	53183.0	77089.0	124903.0	321886.0	1464182.0	801656.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B1-T002F_S101_L099_R1_cmb	3.0	5.0	3.0	11.0	28.0	44.0	65.0	97.0	139.0	204.0	389.0	680.0	1204.0	2047.0	3688.0	5699.0	9106.0	13310.0	19311.0	26288.0	35567.0	48015.0	69184.0	113809.0	304229.0	1287529.0	703284.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B1-T031F_S197_L099_R1_cmb	2.0	8.0	4.0	13.0	18.0	37.0	63.0	97.0	157.0	226.0	370.0	606.0	1004.0	1868.0	3198.0	5391.0	8518.0	12845.0	18692.0	25677.0	34948.0	46755.0	68015.0	110757.0	292476.0	1334776.0	746063.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B10-T016F_S173_L099_R1_cmb	4.0	2.0	6.0	6.0	15.0	25.0	51.0	67.0	143.0	178.0	295.0	517.0	939.0	1650.0	2881.0	4544.0	7273.0	10729.0	15643.0	21115.0	29244.0	37994.0	55188.0	90113.0	237028.0	1055227.0	663059.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B11-T118F_S181_L099_R1_cmb	2.0	0.0	2.0	10.0	20.0	26.0	50.0	74.0	106.0	148.0	249.0	461.0	796.0	1402.0	2365.0	3945.0	6412.0	9767.0	14072.0	19495.0	27017.0	36217.0	52592.0	86552.0	231242.0	1016445.0	589360.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B12-T023G_S189_L099_R1_cmb	9.0	11.0	5.0	15.0	29.0	45.0	86.0	102.0	167.0	227.0	370.0	647.0	1114.0	1884.0	3194.0	5258.0	8645.0	12709.0	18767.0	25907.0	36139.0	48998.0	71565.0	118017.0	310625.0	1386066.0	734117.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B2-T010F_S109_L099_R1_cmb	2.0	3.0	3.0	10.0	19.0	27.0	72.0	111.0	146.0	223.0	354.0	627.0	1134.0	1941.0	3400.0	5576.0	8701.0	12812.0	18173.0	24860.0	34275.0	44955.0	65657.0	106976.0	285722.0	1301049.0	672764.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B2-T040F_S205_L099_R1_cmb	10.0	8.0	12.0	15.0	58.0	95.0	159.0	245.0	355.0	445.0	714.0	1070.0	1673.0	2691.0	4355.0	7011.0	10919.0	16208.0	24047.0	32860.0	45013.0	60095.0	86823.0	141894.0	374615.0	1709682.0	1000916.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B3-T006G_S117_L099_R1_cmb	6.0	7.0	9.0	15.0	44.0	66.0	111.0	154.0	244.0	354.0	520.0	757.0	1325.0	2249.0	3852.0	6062.0	9799.0	14590.0	21572.0	30159.0	42050.0	56253.0	82628.0	134926.0	356918.0	1601943.0	895204.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B3-T036G_S213_L099_R1_cmb	5.0	7.0	3.0	15.0	18.0	45.0	75.0	107.0	170.0	225.0	350.0	550.0	996.0	1679.0	2808.0	4832.0	7513.0	11396.0	16852.0	23692.0	32945.0	43785.0	63807.0	103936.0	270225.0	1261387.0	689606.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B4-T003FX_S221_L099_R1_cmb	11.0	6.0	4.0	12.0	24.0	33.0	44.0	56.0	88.0	113.0	233.0	452.0	737.0	1333.0	2466.0	4184.0	7084.0	10823.0	16006.0	22413.0	31450.0	42413.0	62191.0	101768.0	268310.0	1283146.0	721493.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B4-T127F_S125_L099_R1_cmb	5.0	4.0	3.0	14.0	37.0	45.0	94.0	138.0	197.0	298.0	489.0	770.0	1362.0	2331.0	3923.0	6088.0	9919.0	14517.0	21556.0	29749.0	40990.0	54845.0	80915.0	133496.0	364064.0	1509474.0	914685.0
	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B5-T011FX_S229_L099_R1_cmb	1.0	1.0	6.0	9.0	9.0	17.0	39.0	89.0	135.0	225.0	470.0	892.0	1628.0	2887.0	4796.0	7545.0	11091.0	16274.0	21914.0	29740.0	39835.0	57383.0	93032.0	244291.0	1129140.0	622523.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B5-T135F_S133_L099_R1_cmb	2.0	1.0	2.0	10.0	15.0	25.0	49.0	103.0	152.0	233.0	413.0	694.0	1355.0	2338.0	3905.0	6449.0	10265.0	15042.0	21877.0	29892.0	40755.0	54815.0	80198.0	131932.0	354451.0	1513637.0	859488.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B6-T131G_S141_L099_R1_cmb	10.0	12.0	9.0	17.0	52.0	107.0	210.0	255.0	377.0	498.0	694.0	1043.0	1663.0	2774.0	4757.0	7320.0	11595.0	17062.0	25330.0	33968.0	47989.0	64255.0	92838.0	149872.0	389077.0	1836463.0	1044059.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B7-T049F_S149_L099_R1_cmb	3.0	2.0	7.0	8.0	15.0	26.0	60.0	88.0	142.0	248.0	416.0	802.0	1356.0	2432.0	4294.0	6805.0	10837.0	15467.0	22435.0	30189.0	40661.0	53854.0	78144.0	126433.0	334797.0	1408236.0	790896.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B8-T111F_S157_L099_R1_cmb	2.0	5.0	5.0	9.0	17.0	39.0	78.0	122.0	160.0	300.0	461.0	786.0	1357.0	2315.0	3972.0	6364.0	10076.0	14554.0	21086.0	28143.0	39297.0	51316.0	75291.0	120848.0	324276.0	1404511.0	851665.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
B9-T056G_S165_L099_R1_cmb	6.0	14.0	11.0	35.0	54.0	80.0	130.0	170.0	283.0	370.0	444.0	695.0	1081.0	1750.0	3097.0	4960.0	8103.0	12558.0	18884.0	26389.0	37428.0	51208.0	75206.0	123868.0	327942.0	1527771.0	847510.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C1-T003F_S102_L099_R1_cmb	4.0	2.0	2.0	4.0	14.0	31.0	55.0	64.0	96.0	150.0	268.0	511.0	957.0	1848.0	3172.0	5092.0	8031.0	11827.0	17014.0	22874.0	30840.0	40930.0	59322.0	95722.0	254673.0	1148275.0	563440.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C1-T033F_S198_L099_R1_cmb	3.0	3.0	11.0	8.0	21.0	50.0	68.0	140.0	211.0	279.0	485.0	742.0	1345.0	2167.0	3658.0	6326.0	9666.0	14270.0	20639.0	28321.0	38896.0	51651.0	75231.0	123530.0	325204.0	1416926.0	824871.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C10-T017F_S174_L099_R1_cmb	4.0	3.0	8.0	18.0	30.0	41.0	65.0	109.0	189.0	221.0	395.0	641.0	1087.0	1889.0	3185.0	5114.0	8021.0	11823.0	17068.0	23553.0	32201.0	42566.0	62258.0	101736.0	268625.0	1146555.0	667840.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C11-T119F_S182_L099_R1_cmb	3.0	2.0	0.0	4.0	14.0	20.0	47.0	71.0	102.0	216.0	312.0	542.0	1008.0	1803.0	3035.0	5102.0	8291.0	12121.0	17559.0	23902.0	32402.0	43128.0	62246.0	101369.0	268196.0	1215239.0	701616.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C12-T025G_S190_L099_R1_cmb	10.0	8.0	3.0	16.0	24.0	26.0	64.0	84.0	110.0	164.0	277.0	417.0	821.0	1462.0	2471.0	4401.0	7191.0	11042.0	16275.0	23128.0	32228.0	43393.0	63739.0	104220.0	272511.0	1310029.0	715362.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C2-T011F_S110_L099_R1_cmb	1.0	2.0	2.0	7.0	23.0	36.0	53.0	87.0	127.0	189.0	251.0	501.0	849.0	1438.0	2443.0	3954.0	6418.0	9438.0	14055.0	19075.0	26254.0	35309.0	51818.0	85127.0	229885.0	984900.0	544452.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C2-T041F_S206_L099_R1_cmb	8.0	5.0	6.0	16.0	32.0	45.0	75.0	118.0	199.0	293.0	457.0	761.0	1310.0	2204.0	3878.0	6290.0	9964.0	14538.0	21703.0	29579.0	39651.0	52986.0	76804.0	124210.0	327658.0	1449961.0	822195.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C3-T007G_S118_L099_R1_cmb	2.0	3.0	8.0	9.0	12.0	31.0	39.0	79.0	98.0	160.0	260.0	434.0	845.0	1451.0	2636.0	4302.0	7174.0	10794.0	16322.0	22792.0	32642.0	45109.0	66979.0	112725.0	299830.0	1284031.0	645909.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C3-T037G_S214_L099_R1_cmb	7.0	4.0	3.0	8.0	20.0	36.0	78.0	100.0	115.0	213.0	297.0	527.0	875.0	1459.0	2655.0	4353.0	7110.0	10824.0	16436.0	22623.0	32106.0	43146.0	63542.0	104399.0	273546.0	1274492.0	677550.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C4-T004FX_S222_L099_R1_cmb	5.0	3.0	5.0	4.0	12.0	28.0	33.0	48.0	72.0	125.0	253.0	451.0	894.0	1711.0	3069.0	5139.0	8494.0	12791.0	18829.0	26089.0	36309.0	49031.0	70856.0	116084.0	311478.0	1507910.0	804804.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C4-T128F_S126_L099_R1_cmb	6.0	0.0	3.0	8.0	12.0	20.0	54.0	81.0	111.0	190.0	353.0	621.0	1168.0	2076.0	3535.0	5861.0	9017.0	13486.0	19676.0	26884.0	36104.0	47810.0	69150.0	111938.0	296935.0	1329135.0	780342.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C5-T012FX_S230_L099_R1_cmb	5.0	6.0	6.0	6.0	9.0	18.0	33.0	46.0	83.0	122.0	228.0	362.0	714.0	1213.0	2351.0	4044.0	6965.0	10640.0	15868.0	22327.0	31460.0	43106.0	62732.0	102812.0	272487.0	1307401.0	772349.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C5-T136F_S134_L099_R1_cmb	3.0	4.0	3.0	8.0	31.0	50.0	61.0	117.0	151.0	234.0	393.0	687.0	1245.0	2183.0	3677.0	5860.0	9733.0	13988.0	20918.0	28285.0	39022.0	51896.0	75159.0	123411.0	327932.0	1436900.0	818696.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C6-T132G_S142_L099_R1_cmb	4.0	5.0	11.0	7.0	35.0	55.0	91.0	126.0	166.0	229.0	335.0	476.0	783.0	1437.0	2339.0	3921.0	6376.0	9608.0	14647.0	20673.0	29262.0	40401.0	59644.0	98749.0	259313.0	1201208.0	644477.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C7-T051F_S150_L099_R1_cmb	2.0	0.0	2.0	8.0	6.0	14.0	25.0	41.0	65.0	117.0	209.0	388.0	820.0	1447.0	2399.0	3763.0	5429.0	7482.0	9799.0	11882.0	15891.0	19631.0	27233.0	43999.0	116872.0	462906.0	212273.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C8-T112F_S158_L099_R1_cmb	1.0	7.0	8.0	9.0	24.0	54.0	69.0	100.0	156.0	201.0	340.0	574.0	989.0	1627.0	3082.0	5047.0	7889.0	11719.0	17686.0	24113.0	33338.0	44954.0	65994.0	108962.0	293049.0	1238965.0	696749.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
C9-T057G_S166_L099_R1_cmb	12.0	10.0	18.0	28.0	49.0	96.0	130.0	201.0	254.0	361.0	507.0	769.0	1124.0	2073.0	3473.0	5565.0	9094.0	13708.0	20790.0	29018.0	41147.0	55629.0	81337.0	133095.0	351377.0	1618670.0	908501.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
D1-T004F_S103_L099_R1_cmb	6.0	2.0	1.0	2.0	12.0	16.0	29.0	36.0	83.0	135.0	291.0	477.0	903.0	1794.0	3164.0	4808.0	7767.0	11446.0	16485.0	21991.0	30122.0	40312.0	58402.0	96192.0	257893.0	1163248.0	577006.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
D1-T034F_S199_L099_R1_cmb	5.0	3.0	3.0	9.0	19.0	35.0	69.0	85.0	162.0	226.0	391.0	628.0	1090.0	1971.0	3241.0	5233.0	8395.0	12253.0	18168.0	24366.0	33464.0	44992.0	64987.0	106302.0	282649.0	1260523.0	695855.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
D10-T019F_S175_L099_R1_cmb	6.0	3.0	9.0	8.0	16.0	40.0	66.0	125.0	184.0	303.0	402.0	679.0	1157.0	1980.0	3336.0	5397.0	8732.0	13093.0	19102.0	26340.0	36476.0	49358.0	72304.0	119237.0	320310.0	1343233.0	783980.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
D11-T014G_S183_L099_R1_cmb	6.0	2.0	10.0	11.0	28.0	55.0	82.0	108.0	179.0	268.0	409.0	668.0	1163.0	1930.0	3517.0	5715.0	9225.0	13799.0	20510.0	28162.0	39212.0	52472.0	76553.0	123819.0	321844.0	1471359.0	799077.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
