	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A1-T001F_S100_L099_R1_cmb	2.0	3.0	2.0	5.0	15.0	26.0	48.0	66.0	98.0	142.0	286.0	475.0	909.0	1686.0	2977.0	4864.0	8076.0	11808.0	17032.0	23472.0	31907.0	42700.0	61863.0	101419.0	271322.0	1239642.0	670877.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A1-T030F_S196_L099_R1_cmb	2.0	1.0	2.0	8.0	14.0	40.0	76.0	102.0	130.0	234.0	342.0	561.0	987.0	1684.0	3024.0	4795.0	8055.0	11911.0	17521.0	24647.0	33739.0	45328.0	66154.0	108631.0	291596.0	1283059.0	731844.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A10-T015F_S172_L099_R1_cmb	8.0	2.0	1.0	11.0	15.0	40.0	74.0	112.0	160.0	260.0	407.0	688.0	1233.0	2088.0	3526.0	5724.0	9375.0	13873.0	20191.0	27764.0	38087.0	51041.0	74541.0	122196.0	327943.0	1405671.0	808912.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A11-T027F_S180_L099_R1_cmb	2.0	2.0	7.0	9.0	20.0	28.0	53.0	79.0	153.0	253.0	347.0	688.0	1210.0	2006.0	3403.0	5478.0	8844.0	12902.0	19033.0	26136.0	36129.0	48364.0	70309.0	115369.0	307024.0	1307722.0	780596.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A12-T021G_S188_L099_R1_cmb	12.0	8.0	5.0	20.0	46.0	83.0	117.0	157.0	250.0	311.0	479.0	689.0	1103.0	1794.0	3078.0	5124.0	8369.0	12732.0	19511.0	27226.0	38333.0	52557.0	77238.0	126060.0	327308.0	1488755.0	825986.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A2-T009F_S108_L099_R1_cmb	1.0	0.0	5.0	9.0	11.0	29.0	49.0	71.0	126.0	175.0	321.0	547.0	1044.0	1882.0	3206.0	5178.0	8055.0	11601.0	16964.0	22660.0	30850.0	41058.0	59533.0	96596.0	257206.0	1125963.0	651737.0
	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A2-T039F_S204_L099_R1_cmb	6.0	1.0	9.0	21.0	42.0	82.0	110.0	195.0	296.0	471.0	780.0	1357.0	2281.0	3951.0	6410.0	10207.0	14942.0	22032.0	30069.0	41411.0	55848.0	80526.0	132317.0	353088.0	1586422.0	888919.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A3-T005G_S116_L099_R1_cmb	8.0	8.0	13.0	18.0	33.0	60.0	135.0	150.0	230.0	335.0	478.0	689.0	1221.0	2102.0	3523.0	5822.0	9466.0	14595.0	21640.0	30444.0	42916.0	58135.0	85191.0	138758.0	365089.0	1717559.0	951675.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A3-T035G_S212_L099_R1_cmb	7.0	3.0	9.0	15.0	29.0	64.0	89.0	133.0	172.0	256.0	340.0	528.0	829.0	1357.0	2340.0	3875.0	6396.0	9916.0	15013.0	21364.0	30650.0	42068.0	62418.0	101678.0	268199.0	1240326.0	669054.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A4-T002FX_S220_L099_R1_cmb	3.0	3.0	3.0	7.0	10.0	11.0	22.0	44.0	59.0	111.0	205.0	392.0	786.0	1367.0	2416.0	4087.0	6585.0	9914.0	14836.0	20562.0	27940.0	37746.0	55014.0	89799.0	238701.0	1117654.0	608837.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A4-T126F_S124_L099_R1_cmb	2.0	4.0	9.0	6.0	25.0	39.0	70.0	114.0	140.0	240.0	385.0	609.0	1153.0	1870.0	3129.0	4956.0	7634.0	11101.0	15942.0	21078.0	28393.0	37496.0	54102.0	87558.0	236411.0	994394.0	626557.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A5-T010FX_S228_L099_R1_cmb	6.0	4.0	0.0	6.0	8.0	14.0	25.0	31.0	72.0	95.0	161.0	299.0	625.0	1122.0	2135.0	3566.0	5966.0	9257.0	13670.0	19083.0	26769.0	35540.0	52358.0	85862.0	225493.0	1092510.0	610072.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A5-T134F_S132_L099_R1_cmb	1.0	1.0	7.0	9.0	18.0	39.0	77.0	96.0	136.0	225.0	364.0	592.0	1084.0	2027.0	3402.0	5557.0	9023.0	13603.0	20343.0	28011.0	38495.0	52676.0	76960.0	128039.0	347023.0	1471656.0	798833.0
	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
A6-T130G_S140_L099_R1_cmb	11.0	16.0	10.0	28.0	36.0	88.0	142.0	225.0	297.0	382.0	520.0	719.0	1136.0	1812.0	2918.0	4775.0	7926.0	12174.0	18398.0	26026.0	36818.0	50424.0	73480.0	118433.0	310012.0	1495111.0	869493.0
