A5-T010FX_S228_L099_R1_cmb	58194.0	52566.0	50110.0	48416.0	55049.0	48150.0	48525.0	48465.0	44665.0	47024.0	45165.0	45827.0	44884.0	43064.0	44625.0	40840.0	41061.0	39423.0	40273.0	36136.0	35113.0	36423.0	36080.0	40267.0	37105.0	37755.0	38017.0	35835.0	37256.0	35526.0	32953.0	30084.0	44260.0	173749.0	174547.0	187959.0	157512.0	91846.0
A5-T134F_S132_L099_R1_cmb	90789.0	82803.0	76515.0	74998.0	81183.0	72342.0	72033.0	69649.0	67040.0	70062.0	66211.0	65512.0	66091.0	61545.0	61561.0	55158.0	57964.0	58449.0	56340.0	49609.0	50440.0	50970.0	51857.0	52883.0	50965.0	51792.0	51507.0	49578.0	50338.0	48304.0	44769.0	42866.0	57609.0	205676.0	221105.0	244862.0	187901.0	129021.0
A6-T130G_S140_L099_R1_cmb	76740.0	72959.0	71473.0	71760.0	76703.0	69668.0	70102.0	67991.0	66540.0	65518.0	64155.0	65111.0	62449.0	59898.0	59921.0	57218.0	55301.0	54076.0	59398.0	53698.0	52267.0	52705.0	52414.0	53470.0	52863.0	51265.0	52003.0	50327.0	50757.0	50308.0	45020.0	42755.0	59585.0	197847.0	230582.0	271443.0	209009.0	156111.0
A7-T046F_S148_L099_R1_cmb	80970.0	74624.0	68756.0	67685.0	74252.0	65394.0	64827.0	66294.0	60944.0	63528.0	59497.0	59282.0	59005.0	56169.0	57339.0	49713.0	53585.0	53009.0	50375.0	46176.0	45714.0	45980.0	47521.0	50801.0	47112.0	49788.0	48413.0	46620.0	45885.0	44292.0	42629.0	40390.0	57623.0	207175.0	222185.0	246852.0	185715.0	131249.0
A8-T110F_S156_L099_R1_cmb	89048.0	83798.0	75480.0	76201.0	80922.0	71011.0	71442.0	68650.0	67308.0	67588.0	64265.0	65154.0	63821.0	61223.0	59057.0	52055.0	55659.0	55268.0	52895.0	48575.0	47682.0	50036.0	50490.0	51663.0	48832.0	49153.0	48271.0	46662.0	48904.0	44210.0	43319.0	40763.0	55148.0	180627.0	198884.0	223898.0	165409.0	125032.0
A9-T055G_S164_L099_R1_cmb	76154.0	73722.0	69946.0	70635.0	74544.0	71225.0	68672.0	67058.0	64009.0	63994.0	60729.0	61739.0	61063.0	58500.0	57250.0	54861.0	53258.0	53515.0	55567.0	51757.0	51126.0	50682.0	51176.0	54246.0	50149.0	50199.0	50466.0	48369.0	49621.0	48288.0	44920.0	41490.0	57393.0	193002.0	223600.0	269054.0	206805.0	158099.0
B1-T002F_S101_L099_R1_cmb	82186.0	73819.0	70213.0	69368.0	72481.0	66174.0	63534.0	62633.0	59459.0	61933.0	57807.0	57081.0	56850.0	54508.0	52776.0	48769.0	50340.0	48172.0	50710.0	42844.0	42914.0	42745.0	43450.0	46810.0	43182.0	46037.0	43979.0	42925.0	41961.0	38926.0	37009.0	35621.0	57711.0	198763.0	196629.0	212942.0	177992.0	92685.0
B1-T031F_S197_L099_R1_cmb	78452.0	73646.0	67101.0	65493.0	72999.0	63929.0	62669.0	60856.0	56657.0	59858.0	55802.0	56954.0	55966.0	54173.0	55050.0	48558.0	51286.0	48148.0	50433.0	43987.0	44300.0	43381.0	46068.0	47509.0	43484.0	46486.0	43970.0	41712.0	43010.0	41285.0	38467.0	36880.0	52349.0	191451.0	210681.0	240721.0	183881.0	134932.0
B10-T016F_S173_L099_R1_cmb	77177.0	72317.0	63019.0	64502.0	67497.0	61133.0	59527.0	57635.0	54592.0	57170.0	53386.0	53169.0	52262.0	47242.0	47428.0	42733.0	44220.0	44494.0	42838.0	38448.0	37501.0	37091.0	39457.0	43207.0	38253.0	38328.0	38653.0	36764.0	36938.0	35762.0	32279.0	30223.0	41945.0	133093.0	143539.0	163422.0	118567.0	88125.0
B11-T118F_S181_L099_R1_cmb	68316.0	62378.0	56286.0	56312.0	59846.0	52796.0	52410.0	52089.0	48312.0	51158.0	46809.0	47421.0	46853.0	44624.0	43483.0	39446.0	40636.0	41283.0	39512.0	36270.0	35147.0	35787.0	35727.0	37764.0	37063.0	36569.0	35744.0	33403.0	34603.0	33607.0	30714.0	29377.0	43306.0	143631.0	144531.0	158424.0	132825.0	74365.0
B12-T023G_S189_L099_R1_cmb	72720.0	68638.0	65342.0	65462.0	70088.0	65616.0	63077.0	62319.0	59790.0	59968.0	57694.0	58339.0	55873.0	54330.0	54035.0	51515.0	49927.0	49300.0	51731.0	47805.0	47297.0	47957.0	48140.0	48430.0	47363.0	46587.0	47127.0	45564.0	46359.0	45247.0	41235.0	38812.0	54696.0	188210.0	213098.0	257311.0	195066.0	142650.0
B2-T010F_S109_L099_R1_cmb	69077.0	61958.0	58280.0	56153.0	65853.0	54866.0	56973.0	57439.0	52268.0	56109.0	54025.0	53826.0	54071.0	51953.0	52176.0	47982.0	48637.0	48201.0	48865.0	43310.0	41282.0	43843.0	42267.0	48369.0	45119.0	45316.0	45344.0	42014.0	43144.0	41226.0	38450.0	35717.0	56062.0	219712.0	219097.0	212100.0	181150.0	97358.0
B2-T040F_S205_L099_R1_cmb	106926.0	99857.0	92718.0	91963.0	96535.0	90907.0	87874.0	84465.0	79432.0	81482.0	76516.0	76103.0	74577.0	72079.0	70667.0	66873.0	66112.0	64858.0	66909.0	59927.0	60020.0	59471.0	59573.0	61139.0	59629.0	60239.0	59305.0	56549.0	58245.0	54508.0	51259.0	49148.0	69519.0	237919.0	251240.0	281569.0	234875.0	151001.0
B3-T006G_S117_L099_R1_cmb	89853.0	86486.0	82125.0	81337.0	86838.0	80767.0	79457.0	76180.0	74541.0	72932.0	71192.0	71737.0	69033.0	66530.0	66073.0	62399.0	61236.0	60226.0	64035.0	59782.0	58467.0	58928.0	58826.0	59431.0	57374.0	57515.0	56746.0	55454.0	56020.0	55008.0	50391.0	47022.0	63277.0	196896.0	230025.0	276079.0	200062.0	161537.0
B3-T036G_S213_L099_R1_cmb	64069.0	60293.0	58639.0	57830.0	62233.0	58994.0	58372.0	55327.0	55050.0	53916.0	51376.0	52552.0	51256.0	49449.0	49176.0	46171.0	45285.0	44559.0	46516.0	43003.0	42915.0	42207.0	43312.0	43505.0	43489.0	42344.0	42321.0	40858.0	42118.0	41933.0	37228.0	35193.0	51285.0	177006.0	197407.0	235135.0	189313.0	125394.0
B4-T003FX_S221_L099_R1_cmb	72139.0	66225.0	61792.0	61077.0	66448.0	59564.0	61114.0	57628.0	53348.0	56348.0	51778.0	54022.0	52677.0	50185.0	51878.0	45760.0	46413.0	45068.0	47314.0	41323.0	42229.0	43187.0	42976.0	47798.0	43911.0	44502.0	46365.0	41875.0	43802.0	41629.0	38960.0	35968.0	53095.0	201538.0	200821.0	218729.0	184842.0	102565.0
B4-T127F_S125_L099_R1_cmb	114965.0	105773.0	95693.0	93398.0	101490.0	85986.0	85747.0	82663.0	78857.0	80084.0	74652.0	73630.0	74393.0	68833.0	66361.0	59839.0	63002.0	61503.0	61176.0	56144.0	53996.0	54679.0	55317.0	57585.0	53846.0	53855.0	55179.0	52084.0	52784.0	50966.0	46754.0	43245.0	59683.0	184098.0	204811.0	227717.0	168677.0	130543.0
B5-T011FX_S229_L099_R1_cmb	65196.0	60017.0	55768.0	55234.0	59969.0	52775.0	54363.0	50573.0	48192.0	49771.0	46382.0	50811.0	47057.0	44563.0	46172.0	40285.0	41076.0	40051.0	41121.0	35775.0	36809.0	36930.0	36577.0	41090.0	36176.0	39106.0	38802.0	36034.0	35933.0	36348.0	32959.0	30557.0	44081.0	175848.0	182490.0	197497.0	158647.0	102937.0
B5-T135F_S133_L099_R1_cmb	99099.0	91495.0	84094.0	85381.0	89003.0	80312.0	77168.0	74335.0	71575.0	72904.0	68409.0	69260.0	68434.0	64015.0	64885.0	57016.0	60063.0	58953.0	59569.0	54079.0	53879.0	53445.0	54203.0	56674.0	53868.0	54498.0	54495.0	51011.0	52043.0	48758.0	46897.0	42772.0	61097.0	195348.0	220416.0	250753.0	183028.0	144864.0
B6-T131G_S141_L099_R1_cmb	93957.0	89654.0	87685.0	88085.0	93753.0	87587.0	84668.0	83181.0	82358.0	80600.0	77931.0	79141.0	77775.0	74305.0	74176.0	69963.0	69164.0	68919.0	73455.0	66799.0	65908.0	66067.0	66929.0	68990.0	66752.0	65458.0	66100.0	64263.0	64289.0	63514.0	57883.0	54521.0	72144.0	236198.0	279313.0	326627.0	249688.0	194506.0
B7-T049F_S149_L099_R1_cmb	91011.0	86910.0	76275.0	78564.0	84033.0	72151.0	71960.0	69518.0	65524.0	69194.0	64330.0	66037.0	64687.0	62657.0	60742.0	53250.0	56178.0	56683.0	53158.0	49134.0	48825.0	48886.0	49491.0	51829.0	49169.0	52494.0	49540.0	48176.0	50049.0	47559.0	44138.0	42345.0	57667.0	196886.0	214982.0	231503.0	166350.0	126768.0
B8-T111F_S157_L099_R1_cmb	100122.0	91597.0	85625.0	85326.0	89091.0	76136.0	75326.0	73458.0	69741.0	72787.0	66348.0	67679.0	66536.0	61069.0	61535.0	52330.0	58112.0	56231.0	55576.0	49889.0	50988.0	50011.0	50599.0	51305.0	49703.0	51698.0	50262.0	46668.0	46208.0	44879.0	42821.0	39027.0	55697.0	176197.0	208257.0	227575.0	163341.0	137305.0
B9-T056G_S165_L099_R1_cmb	78209.0	74322.0	73268.0	73087.0	76571.0	71048.0	71466.0	69411.0	68024.0	66737.0	65754.0	65556.0	64454.0	61007.0	61409.0	58265.0	56889.0	57666.0	58958.0	55384.0	53857.0	55007.0	55215.0	55888.0	54566.0	54027.0	54346.0	53475.0	53072.0	53225.0	48263.0	44761.0	59841.0	197556.0	221886.0	267574.0	208496.0	151507.0
C1-T003F_S102_L099_R1_cmb	56262.0	49435.0	46107.0	46660.0	53392.0	45652.0	47543.0	46347.0	43472.0	46752.0	42828.0	44724.0	44135.0	43052.0	43562.0	37137.0	37505.0	38624.0	41419.0	34320.0	35496.0	36425.0	34695.0	41576.0	38258.0	37196.0	39027.0	34540.0	35655.0	33511.0	31678.0	29467.0	53406.0	217026.0	209656.0	202430.0	180738.0	85510.0
C1-T033F_S198_L099_R1_cmb	94429.0	87916.0	81066.0	81328.0	84186.0	75433.0	74055.0	70473.0	67792.0	70076.0	65328.0	65177.0	63633.0	59433.0	59571.0	53416.0	55870.0	53931.0	56549.0	50331.0	48604.0	48242.0	49281.0	51100.0	48637.0	50333.0	48686.0	46414.0	47145.0	44967.0	42436.0	40173.0	55787.0	182213.0	209939.0	242987.0	173396.0	144389.0
C10-T017F_S174_L099_R1_cmb	79559.0	72418.0	66968.0	66054.0	71894.0	62682.0	62225.0	59492.0	56173.0	58383.0	55452.0	55100.0	54038.0	51098.0	49742.0	44297.0	46052.0	46455.0	45053.0	39966.0	39837.0	39667.0	40934.0	42055.0	39546.0	42018.0	39981.0	37551.0	38595.0	36452.0	33702.0	32350.0	46279.0	147252.0	164263.0	188281.0	136322.0	107059.0
C11-T119F_S182_L099_R1_cmb	77620.0	71864.0	65961.0	63028.0	65943.0	60426.0	58293.0	56423.0	54744.0	58727.0	53218.0	53013.0	53513.0	50456.0	50855.0	44182.0	47539.0	48684.0	48093.0	40445.0	41885.0	41496.0	43361.0	43970.0	40320.0	43028.0	43170.0	39590.0	40408.0	37861.0	35554.0	34499.0	51560.0	182095.0	185582.0	206014.0	159449.0	105481.0
C12-T025G_S190_L099_R1_cmb	67637.0	63204.0	60089.0	58626.0	62413.0	58197.0	58598.0	55531.0	54141.0	54385.0	51868.0	52774.0	52192.0	50046.0	50661.0	47344.0	45964.0	45842.0	49135.0	44076.0	42500.0	42976.0	43447.0	45077.0	43985.0	43528.0	43209.0	42281.0	43388.0	40959.0	38823.0	36284.0	53751.0	191521.0	204457.0	243239.0	207563.0	119765.0
C2-T011F_S110_L099_R1_cmb	63953.0	58404.0	53392.0	52215.0	57622.0	50015.0	49065.0	47163.0	45495.0	48219.0	44714.0	45810.0	44053.0	41641.0	41213.0	35716.0	39016.0	38459.0	38800.0	33921.0	33582.0	33756.0	34233.0	36738.0	33774.0	35378.0	35493.0	32809.0	32879.0	30662.0	28545.0	27324.0	41919.0	147498.0	145787.0	155025.0	130973.0	71433.0
C2-T041F_S206_L099_R1_cmb	92210.0	84272.0	77540.0	76929.0	81367.0	73278.0	68811.0	68845.0	65764.0	68865.0	62792.0	63285.0	63320.0	58894.0	60116.0	52743.0	55947.0	55353.0	56653.0	48470.0	49194.0	49666.0	50762.0	52006.0	48608.0	49161.0	50105.0	46684.0	47959.0	44552.0	42137.0	41381.0	57799.0	203114.0	226159.0	256082.0	187207.0	146916.0
C3-T007G_S118_L099_R1_cmb	64035.0	59893.0	57460.0	57673.0	61089.0	58103.0	57049.0	55396.0	56156.0	55144.0	53369.0	53551.0	51551.0	49234.0	49777.0	47915.0	46794.0	45344.0	48950.0	44299.0	44136.0	43650.0	44442.0	44954.0	44607.0	45140.0	44613.0	43089.0	43223.0	42541.0	39313.0	36181.0	53478.0	186101.0	192293.0	226090.0	199189.0	108854.0
C3-T037G_S214_L099_R1_cmb	61761.0	58591.0	56870.0	56349.0	60723.0	56277.0	56721.0	54602.0	54966.0	52779.0	50239.0	51029.0	50472.0	47963.0	49295.0	46150.0	45544.0	44871.0	48108.0	43142.0	43072.0	43130.0	43662.0	43432.0	44648.0	42613.0	43512.0	41065.0	41147.0	41660.0	38071.0	36093.0	52769.0	180322.0	196681.0	237943.0	195189.0	125063.0
C4-T004FX_S222_L099_R1_cmb	76641.0	69124.0	63651.0	64672.0	70473.0	62954.0	65662.0	61599.0	61597.0	61420.0	57077.0	59072.0	57550.0	57001.0	57699.0	52266.0	53597.0	50482.0	52789.0	47477.0	49894.0	47338.0	48706.0	54224.0	49182.0	52655.0	52384.0	47768.0	48871.0	47964.0	44309.0	42657.0	60215.0	245513.0	249934.0	271806.0	225513.0	132791.0
C4-T128F_S126_L099_R1_cmb	85310.0	79239.0	70481.0	72436.0	76567.0	67186.0	66287.0	64836.0	62448.0	65418.0	61461.0	61963.0	59185.0	57019.0	56869.0	50370.0	53462.0	53897.0	51599.0	45575.0	46055.0	46178.0	46790.0	49462.0	45522.0	48061.0	48821.0	45409.0	45983.0	44030.0	40848.0	39144.0	54406.0	186898.0	199479.0	220624.0	168287.0	116971.0
C5-T012FX_S230_L099_R1_cmb	80411.0	71266.0	66610.0	65543.0	70610.0	64593.0	64901.0	61545.0	59053.0	59294.0	54980.0	57355.0	55477.0	53107.0	53384.0	47612.0	48465.0	47822.0	49023.0	43621.0	43762.0	44597.0	44519.0	48309.0	45420.0	47242.0	47500.0	42746.0	44923.0	43705.0	40189.0	36852.0	51458.0	195660.0	198974.0	218089.0	182028.0	106748.0
C5-T136F_S134_L099_R1_cmb	91609.0	84225.0	78917.0	77762.0	84370.0	74883.0	74478.0	70984.0	68720.0	69310.0	67898.0	65695.0	65262.0	60015.0	61383.0	53911.0	57160.0	54746.0	56631.0	50768.0	50125.0	49949.0	51293.0	53955.0	50629.0	51979.0	50896.0	48054.0	48764.0	46542.0	44025.0	41765.0	56563.0	188924.0	208184.0	237140.0	180173.0	132960.0
C6-T132G_S142_L099_R1_cmb	59640.0	55634.0	54544.0	55344.0	58041.0	55533.0	53684.0	51708.0	50695.0	50770.0	49071.0	49517.0	48655.0	47010.0	47135.0	44770.0	42708.0	41848.0	46447.0	41615.0	41380.0	41484.0	42753.0	41930.0	41633.0	40771.0	41578.0	39513.0	39944.0	39502.0	36152.0	33503.0	49928.0	167481.0	182481.0	216160.0	180083.0	113733.0
C7-T051F_S150_L099_R1_cmb	30558.0	24387.0	19965.0	20130.0	21125.0	20386.0	18943.0	16147.0	17051.0	18985.0	15328.0	16358.0	15821.0	15239.0	18735.0	12204.0	14366.0	14209.0	15491.0	11293.0	9826.0	10537.0	14133.0	15279.0	11025.0	10136.0	10817.0	9796.0	11314.0	9842.0	9195.0	11593.0	30728.0	102573.0	109058.0	99806.0	69700.0	40624.0
C8-T112F_S158_L099_R1_cmb	79928.0	74452.0	65393.0	67126.0	73105.0	61506.0	62093.0	60291.0	58372.0	61116.0	56937.0	57148.0	57346.0	53667.0	51598.0	46391.0	49112.0	50142.0	46679.0	43958.0	41772.0	43317.0	43014.0	45536.0	41571.0	43570.0	42522.0	40932.0	41701.0	39584.0	37391.0	35035.0	50726.0	171248.0	186255.0	204920.0	158107.0	112145.0
C9-T057G_S166_L099_R1_cmb	88928.0	84700.0	82392.0	81560.0	85202.0	80888.0	78710.0	74643.0	73290.0	71841.0	68801.0	69085.0	68216.0	65060.0	64852.0	60980.0	60653.0	59720.0	61418.0	57357.0	56702.0	56671.0	57076.0	59023.0	57146.0	57567.0	55855.0	55591.0	56018.0	55607.0	50114.0	47200.0	65223.0	215136.0	234180.0	286218.0	220970.0	152443.0
D1-T004F_S103_L099_R1_cmb	57696.0	52010.0	47404.0	48476.0	54118.0	45590.0	48390.0	46663.0	48488.0	48213.0	43398.0	45333.0	44916.0	44098.0	43581.0	39913.0	41794.0	41148.0	41356.0	37317.0	37513.0	36036.0	37947.0	42161.0	37319.0	39920.0	39361.0	35128.0	36741.0	33817.0	31979.0	31866.0	54848.0	216090.0	203242.0	195522.0	184694.0	78537.0
D1-T034F_S199_L099_R1_cmb	75852.0	70836.0	63731.0	64981.0	68840.0	60753.0	60169.0	57552.0	56165.0	57787.0	54198.0	53235.0	53367.0	51051.0	50648.0	44824.0	47924.0	46652.0	46956.0	42184.0	41580.0	41601.0	43009.0	44939.0	42306.0	41874.0	40056.0	39973.0	39991.0	39475.0	35930.0	34963.0	50884.0	177592.0	200706.0	227329.0	166203.0	129008.0
D10-T019F_S175_L099_R1_cmb	92628.0	86746.0	78669.0	76957.0	84223.0	73066.0	71246.0	72894.0	68090.0	69906.0	63933.0	65219.0	64695.0	60121.0	59818.0	52356.0	56657.0	56115.0	55870.0	50701.0	48561.0	50509.0	49097.0	52192.0	48310.0	48964.0	49772.0	45510.0	47203.0	43583.0	40872.0	38554.0	55149.0	168189.0	184113.0	205224.0	156037.0	114127.0
D11-T014G_S183_L099_R1_cmb	75661.0	70704.0	69305.0	69419.0	73217.0	69386.0	67471.0	65012.0	63892.0	63517.0	60367.0	61695.0	60516.0	58140.0	58554.0	54337.0	54343.0	52628.0	55924.0	50153.0	50669.0	50640.0	51202.0	52583.0	50681.0	51001.0	49222.0	49165.0	49924.0	48963.0	44463.0	41401.0	59898.0	201195.0	227127.0	275807.0	209597.0	152404.0
D12-T026G_S191_L099_R1_cmb	86369.0	81457.0	76777.0	77250.0	81194.0	77902.0	74202.0	72011.0	67801.0	68784.0	65319.0	68366.0	64853.0	61388.0	61804.0	58095.0	57142.0	56260.0	59803.0	53924.0	54039.0	55090.0	54568.0	55741.0	53905.0	53026.0	55431.0	51947.0	53106.0	50926.0	46820.0	44226.0	63312.0	213201.0	231039.0	280118.0	217548.0	145927.0
D2-T012F_S111_L099_R1_cmb	87349.0	79239.0	71877.0	72111.0	78093.0	68740.0	68747.0	66713.0	63764.0	66393.0	62099.0	60555.0	61175.0	57162.0	59093.0	51357.0	53936.0	54234.0	55154.0	47939.0	46357.0	49153.0	48528.0	51694.0	48412.0	50272.0	50894.0	45158.0	47472.0	45093.0	42739.0	39763.0	58827.0	212180.0	216456.0	231601.0	187968.0	111637.0
D2-T029G_S207_L099_R1_cmb	78086.0	74883.0	74505.0	72661.0	78314.0	71181.0	69688.0	68562.0	66589.0	63725.0	61938.0	63836.0	61529.0	58809.0	60460.0	56740.0	55245.0	55012.0	57398.0	52650.0	51832.0	51070.0	52438.0	54181.0	53188.0	52354.0	52171.0	50359.0	50414.0	49793.0	45627.0	43063.0	56352.0	182752.0	224127.0	270931.0	191330.0	166439.0
D3-T008G_S119_L099_R1_cmb	102276.0	96495.0	93026.0	92523.0	96978.0	92992.0	90847.0	86235.0	85345.0	84706.0	82176.0	82345.0	79787.0	76808.0	77226.0	72775.0	72486.0	69466.0	73734.0	67354.0	66919.0	67882.0	68440.0	68599.0	69123.0	67779.0	67265.0	63589.0	64853.0	64254.0	59641.0	55114.0	78444.0	263995.0	283494.0	340169.0	275260.0	164081.0
D3-T038G_S215_L099_R1_cmb	81160.0	77926.0	74978.0	74275.0	79291.0	73325.0	73575.0	71181.0	70756.0	68739.0	66994.0	66560.0	66016.0	62523.0	62900.0	59669.0	57794.0	57815.0	62226.0	55595.0	55324.0	56366.0	54626.0	56294.0	56102.0	54618.0	55300.0	53318.0	54139.0	52823.0	48829.0	45865.0	63501.0	215661.0	240492.0	288669.0	231127.0	157315.0
D4-T005FX_S223_L099_R1_cmb	76222.0	71814.0	62981.0	62665.0	67891.0	59979.0	61820.0	59398.0	56280.0	58803.0	54401.0	55153.0	53781.0	52835.0	52131.0	48087.0	48597.0	47114.0	47250.0	43453.0	43997.0	42585.0	45112.0	49494.0	43007.0	45799.0	44464.0	43436.0	43825.0	42732.0	39350.0	36308.0	51318.0	200794.0	200713.0	220679.0	180083.0	106015.0
D4-T129F_S127_L099_R1_cmb	102792.0	94117.0	83671.0	84224.0	88857.0	77615.0	76826.0	76147.0	74741.0	76572.0	69367.0	69372.0	70955.0	66377.0	65786.0	57985.0	61555.0	61975.0	60049.0	50997.0	51922.0	53415.0	54217.0	56292.0	52517.0	55231.0	53815.0	51327.0	50456.0	47461.0	47362.0	43679.0	63391.0	213506.0	224181.0	243525.0	184075.0	125122.0
D5-T137F_S135_L099_R1_cmb	87723.0	82824.0	71599.0	73187.0	79787.0	67884.0	67526.0	65468.0	63711.0	66008.0	61665.0	62152.0	60420.0	57611.0	57394.0	50466.0	52158.0	52737.0	51466.0	46078.0	45688.0	47599.0	46301.0	49924.0	46205.0	47054.0	47953.0	44898.0	47506.0	43905.0	40828.0	38370.0	54433.0	179307.0	190700.0	210474.0	159276.0	110509.0
D6-T133G_S143_L099_R1_cmb	91377.0	85974.0	83888.0	83713.0	89380.0	82872.0	81249.0	78260.0	78518.0	75508.0	72551.0	73599.0	72927.0	68317.0	70134.0	65210.0	64965.0	63943.0	66915.0	60629.0	60642.0	60860.0	60102.0	63379.0	62443.0	60272.0	60855.0	58698.0	57996.0	57477.0	53660.0	51237.0	74574.0	262879.0	290667.0	335372.0	282595.0	178082.0
D7-T052F_S151_L099_R1_cmb	100820.0	93138.0	83817.0	84091.0	87616.0	78456.0	76572.0	75332.0	71199.0	72535.0	69737.0	69430.0	70152.0	62241.0	65945.0	56560.0	61440.0	60721.0	57036.0	55839.0	53639.0	52611.0	55634.0	56382.0	54508.0	55415.0	55151.0	50938.0	52632.0	51305.0	47308.0	43941.0	60597.0	204409.0	220643.0	245348.0	185587.0	132075.0
D8-T046G_S159_L099_R1_cmb	76490.0	72364.0	69070.0	69664.0	75132.0	68885.0	69162.0	67818.0	66373.0	64957.0	62736.0	65074.0	63835.0	59818.0	59165.0	56489.0	55685.0	54329.0	57862.0	53130.0	52651.0	52144.0	51850.0	53758.0	53932.0	51859.0	51877.0	49697.0	50870.0	49936.0	45150.0	42629.0	58114.0	196319.0	234391.0	274316.0	206821.0	152409.0
