"effect","term","estimate","std.error","statistic","df","p.value"
"fixed","(Intercept)",4.4354916837201,0.116870306201314,37.9522551783152,143.65821579217,9.24275945469166e-77
"fixed","mussel_trtOA",-0.215502907166046,0.146786091916785,-1.46814254914708,126.737782869862,0.144543007450028
"fixed","mussel_trtOW",-0.200974872780809,0.151408684561656,-1.32736687702328,148.442288709826,0.186425198321321
"fixed","mussel_trtDO",-0.267221530042082,0.146256035157893,-1.8270803646058,134.333147448578,0.0699073646359229
"fixed","timepointpost",-0.251001617444324,0.132336989067753,-1.89668526700285,296.587195874119,0.0588409709288626
"fixed","mussel_trtOA:timepointpost",0.00916698117853127,0.172266411074306,0.0532139789838494,301.863951660072,0.957596616488844
"fixed","mussel_trtOW:timepointpost",-0.114288201803634,0.168942111059969,-0.676493273859144,311.905632265089,0.499228861225224
"fixed","mussel_trtDO:timepointpost",-0.00736717686591849,0.171492763684653,-0.0429591121376149,307.685416161554,0.965761992018113
