TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000045"	"autophagosome assembly"	NaN	4.84628761706087	0.17276482447033775	0.8772814669850558	0.68940433	null
"GO:0000082"	"G1/S transition of mitotic cell cycle"	NaN	4.261786086565754	0.0449713796341061	0.9586868690717228	0.0102188	null
"GO:0000122"	"negative regulation of transcription by RNA polymerase II"	NaN	5.291373291067754	0.48144309713813077	0.7826646664903684	0.87614923	null
"GO:0000132"	"establishment of mitotic spindle orientation"	NaN	4.215875395461276	0.04045971968832774	0.8513939124617729	0.85368339	null
"GO:0040001"	"establishment of mitotic spindle localization"	NaN	4.2823274992385265	0.04714967698926914	0.8505679456709173	0.94404768	132
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	NaN	4.605455891473379	0.09922452121885607	0.7386368030660961	0.74627819	null
"GO:0000226"	"microtubule cytoskeleton organization"	NaN	5.554980718698552	0.8833918782540008	0.8910217909590352	0.57167177	null
"GO:0000244"	"spliceosomal tri-snRNP complex assembly"	NaN	4.0707026597194735	0.028962740088365524	0.8602205907174261	0.61623582	null
"GO:0000278"	"mitotic cell cycle"	NaN	5.644649284426092	1.0859809163429945	0.9533165711209798	0.80048285	null
"GO:0000289"	"nuclear-transcribed mRNA poly(A) tail shortening"	NaN	4.293561422675801	0.048385276167000044	0.6685339193793511	0.88118159	null
"GO:0000302"	"response to reactive oxygen species"	NaN	5.018317618326985	0.2567363414971652	0.8842381210381791	0.69474055	null
"GO:0000380"	"alternative mRNA splicing, via spliceosome"	NaN	3.8127128667653687	0.01598894872219108	0.9205299086749547	0.50368476	null
"GO:0000395"	"mRNA 5'-splice site recognition"	NaN	3.848866211494779	0.017377151782430576	0.8646669324956462	0.59623293	null
"GO:0000398"	"mRNA splicing, via spliceosome"	NaN	5.500911275480265	0.7799805956779332	0.8940890525211339	0.86882747	null
"GO:0000375"	"RNA splicing, via transesterification reactions"	NaN	5.505959454108139	0.7890999083342936	0.9011704296360988	0.94953878	398
"GO:0000722"	"telomere maintenance via recombination"	NaN	3.770557474850995	0.014509675603035163	0.8869730955945111	0.4169621	null
"GO:0000724"	"double-strand break repair via homologous recombination"	NaN	5.210018718391943	0.3991994498777717	0.845962317239668	0.73506946	null
"GO:0001178"	"regulation of transcriptional start site selection at RNA polymerase II promoter"	NaN	2.1492191126553797	0.0003445894121161871	0.900019713233267	0.09563187	null
"GO:0001541"	"ovarian follicle development"	NaN	3.5461723683169426	0.00865411695000367	0.8881021953434506	0.54631069	null
"GO:0001662"	"behavioral fear response"	NaN	3.1000257301078626	0.00309638200315831	0.861423240201218	0.73967157	null
"GO:0001666"	"response to hypoxia"	NaN	4.481442628502305	0.07457653284077395	0.9071921864344233	0.64090549	null
"GO:0071456"	"cellular response to hypoxia"	NaN	4.010978012174742	0.025241174437510703	0.8815871728439962	0.92788706	1666
"GO:0001701"	"in utero embryonic development"	NaN	4.16625245195416	0.03609081821328322	0.8916170296658129	0.75461701	null
"GO:0001732"	"formation of cytoplasmic translation initiation complex"	NaN	4.533911802994045	0.08415365714466026	0.8692598751116551	0.57324065	null
"GO:0001829"	"trophectodermal cell differentiation"	NaN	2.884795363948981	0.0018853963548642809	0.8956927349636247	0.51157428	null
"GO:0001836"	"release of cytochrome c from mitochondria"	NaN	3.3418300569205104	0.005405131064336763	0.774128942680534	0.70756214	null
"GO:0001865"	"NK T cell differentiation"	NaN	2.902546779313991	0.0019641596490622662	0.8928792224024272	0.67771528	null
"GO:0001889"	"liver development"	NaN	3.961516011448949	0.0225238407876802	0.8927273768644979	0.51095973	null
"GO:0001964"	"startle response"	NaN	3.0429690733931802	0.002714872296886817	0.8715427070353956	0.80198268	null
"GO:0002028"	"regulation of sodium ion transport"	NaN	4.329438560779451	0.052552346700662216	0.8761645220344694	0.14033488	null
"GO:0002091"	"negative regulation of receptor internalization"	NaN	3.0437551269686796	0.002719795002774191	0.8231254844519039	0.62137578	null
"GO:0002181"	"cytoplasmic translation"	NaN	5.185799878745934	0.37754692803215667	0.9258539537326229	0.40773812	null
"GO:0002244"	"hematopoietic progenitor cell differentiation"	NaN	3.8985057855343586	0.019481608549283005	0.9117549585462347	0.6077298	null
"GO:0002753"	"cytoplasmic pattern recognition receptor signaling pathway"	NaN	3.70104963072914	0.012363375836140056	0.7498849741358826	0.71347167	null
"GO:0003151"	"outflow tract morphogenesis"	NaN	3.437750562820388	0.006741645712758831	0.8929078747411328	0.72578365	null
"GO:0003360"	"brainstem development"	NaN	2.27415784926368	0.0004602730004694785	0.9414511991190287	-0	null
"GO:0003418"	"growth plate cartilage chondrocyte differentiation"	NaN	2.977266212427293	0.002333362590615324	0.8871767019674711	0.88205659	null
"GO:0003419"	"growth plate cartilage chondrocyte proliferation"	NaN	2.1367205671564067	0.0003347440003414389	0.8926244714930476	0.74504786	null
"GO:0005975"	"carbohydrate metabolic process"	NaN	6.322974310459075	5.177832504046095	0.9755570382776648	0.07524913	null
"GO:0006002"	"fructose 6-phosphate metabolic process"	NaN	4.649763099462267	0.109882179465021	0.9627244319646506	0.21443562	null
"GO:0006042"	"glucosamine biosynthetic process"	NaN	0.47712125471966244	4.922705887374102E-06	0.977503143717088	0.06924565	null
"GO:0006047"	"UDP-N-acetylglucosamine metabolic process"	NaN	4.685670096490273	0.11935346559232878	0.9363388939992948	0.47624843	null
"GO:0006048"	"UDP-N-acetylglucosamine biosynthetic process"	NaN	4.4985862088175175	0.07757938343207214	0.9275735184245829	0.80758181	null
"GO:0006198"	"cAMP catabolic process"	NaN	3.6637951222194074	0.011346837070397303	0.936200788031561	0.50205968	null
"GO:0006260"	"DNA replication"	NaN	5.767837581402916	1.4421509940592292	0.9313939163958826	0.27792377	null
"GO:0006265"	"DNA topological change"	NaN	4.868685573948292	0.18190875065613515	0.8675992100636092	0.73894043	null
"GO:0006268"	"DNA unwinding involved in DNA replication"	NaN	4.749102184729067	0.1381237431408862	0.8701966420991918	0.53369708	null
"GO:0006281"	"DNA repair"	NaN	6.065400806810804	2.8613720240950697	0.8190371590980273	0.72163856	null
"GO:0006310"	"DNA recombination"	NaN	5.870739739053611	1.827734239452524	0.9298260338630061	0.66164169	null
"GO:0006325"	"chromatin organization"	NaN	5.833474781755866	1.6774440287109929	0.9186539592241754	0.35143916	null
"GO:0006334"	"nucleosome assembly"	NaN	4.644399195891513	0.10853335805188048	0.9105233699499948	0.78128067	null
"GO:0006337"	"nucleosome disassembly"	NaN	3.232487866352986	0.0042015294748737955	0.9274916180230041	0.5630641	null
"GO:0006338"	"chromatin remodeling"	NaN	5.785161068138012	1.5008394936485032	0.9103879949400574	0.49156639	null
"GO:0006351"	"DNA-templated transcription"	NaN	5.918800159642457	2.0416135034942102	0.8988218453627164	0.59762541	null
"GO:0006355"	"regulation of DNA-templated transcription"	NaN	6.655528356088988	11.135305937063894	0.8099209432645973	0.72663885	null
"GO:0006357"	"regulation of transcription by RNA polymerase II"	NaN	6.230801833816229	4.1876991326832185	0.8259464884641528	0.28615417	null
"GO:0006366"	"transcription by RNA polymerase II"	NaN	5.323359371070169	0.5182403236462522	0.9062703967581114	0.656612	null
"GO:0006368"	"transcription elongation by RNA polymerase II"	NaN	4.789206888864434	0.15148642827216321	0.9129137968686347	0.62735159	null
"GO:0006383"	"transcription by RNA polymerase III"	NaN	4.851680204600478	0.17492343100195132	0.9140745457797161	0.44212684	null
"GO:0006396"	"RNA processing"	NaN	6.2525248812610785	4.402491558667012	0.8907571858756489	0.72753381	null
"GO:0006397"	"mRNA processing"	NaN	5.689537048003264	1.2042316958165515	0.8926683354046183	0.69015345	null
"GO:0006404"	"RNA import into nucleus"	NaN	3.288249225571986	0.0047774860636965654	0.9364942437444267	0.71691281	null
"GO:0006412"	"translation"	NaN	6.255454388144548	4.432288697403288	0.9113793973279372	0.39016339	null
"GO:0006413"	"translational initiation"	NaN	5.294236893407935	0.4846280878472618	0.9242852623753309	0.55444556	null
"GO:0006414"	"translational elongation"	NaN	5.257906459687961	0.44573624998406275	0.9248181664756002	0.54185164	null
"GO:0006415"	"translational termination"	NaN	4.785522021186003	0.15020652474144594	0.8694717414186882	0.77489707	null
"GO:0006417"	"regulation of translation"	NaN	5.750705826677294	1.3863693522964495	0.8161496495490737	0.60191854	null
"GO:0006446"	"regulation of translational initiation"	NaN	4.582427017512738	0.09409998439009963	0.8467501927655344	0.71978589	null
"GO:0006449"	"regulation of translational termination"	NaN	4.2048522369282155	0.03944564227552867	0.8331136769444974	0.6681367	null
"GO:0006457"	"protein folding"	NaN	5.685286610314463	1.1925033490398829	0.9165321753322276	0.76308322	null
"GO:0006465"	"signal peptide processing"	NaN	4.7579120162872295	0.14095429902612633	0.9262350948198859	0.59311309	null
"GO:0006468"	"protein phosphorylation"	NaN	6.183647586752504	3.756826993126081	0.9194502260327581	0.59644471	null
"GO:0006475"	"internal protein amino acid acetylation"	NaN	3.1215598441875008	0.003253908591554281	0.963478210491845	0.04298008	null
"GO:0006479"	"protein methylation"	NaN	4.919971923220444	0.204710724326452	0.9512186359737151	0.27667192	null
"GO:0006486"	"protein glycosylation"	NaN	5.479301720697723	0.742120064698139	0.9134540561943177	0.49228525	null
"GO:0006487"	"protein N-linked glycosylation"	NaN	5.088536518542557	0.30179140713135666	0.9196565746641373	0.90879827	6486
"GO:0006508"	"proteolysis"	NaN	6.335491800413612	5.329242630377004	0.9418448405510771	0.44662344	null
"GO:0006513"	"protein monoubiquitination"	NaN	4.252464661195994	0.044016374691955525	0.9543520290155294	0.69364171	null
"GO:0006527"	"arginine catabolic process"	NaN	4.454692449239477	0.07012148401270038	0.9520605656862648	0.71072465	null
"GO:0006541"	"glutamine metabolic process"	NaN	5.34329434258671	0.5425831042593171	0.9579756320240277	0.26970644	null
"GO:0006606"	"protein import into nucleus"	NaN	5.0042310655411635	0.248542497547631	0.9238072065094779	0.74520875	null
"GO:0006607"	"NLS-bearing protein import into nucleus"	NaN	4.207418916816812	0.03967947080517894	0.9325814915880334	0.85928069	null
"GO:0006610"	"ribosomal protein import into nucleus"	NaN	2.0863598306747484	0.00029782370618613313	0.9484612199316621	0.26442353	null
"GO:0006704"	"glucocorticoid biosynthetic process"	NaN	3.6310376965367404	0.01052228383426214	0.9649696598182946	0.68092873	null
"GO:0006700"	"C21-steroid hormone biosynthetic process"	NaN	3.625415352154408	0.010386909422359354	0.8515939998409867	0.94608237	6704
"GO:0034650"	"cortisol metabolic process"	NaN	3.6280822609906793	0.010450904598895217	0.9614228969076174	0.97913941	6704
"GO:0006809"	"nitric oxide biosynthetic process"	NaN	3.66228551572213	0.01130745542329831	0.9787678045636464	-0	null
"GO:0006811"	"monoatomic ion transport"	NaN	6.300613307421874	4.917982551075166	0.9519951442229307	0.29754637	null
"GO:0006813"	"potassium ion transport"	NaN	5.424811425456997	0.6546115834912332	0.9481129137837756	0.6831828	null
"GO:0006816"	"calcium ion transport"	NaN	5.250861391984317	0.4385638675061586	0.9497357963412897	0.65391329	null
"GO:0006836"	"neurotransmitter transport"	NaN	4.765579153897841	0.14346487902868713	0.9644120511519813	-0	null
"GO:0006851"	"mitochondrial calcium ion transmembrane transport"	NaN	3.9990434996031627	0.024556918319165705	0.9444342007791913	0.78291464	null
"GO:0006874"	"intracellular calcium ion homeostasis"	NaN	5.034492091614136	0.26647837644827854	0.9797012096828799	0.80228166	null
"GO:0006879"	"intracellular iron ion homeostasis"	NaN	5.2105886991240284	0.399723718054777	0.9799555871889429	0.69253439	null
"GO:0006883"	"intracellular sodium ion homeostasis"	NaN	4.129818743848935	0.033186421739732505	0.9826005515087207	0.54629923	null
"GO:0006897"	"endocytosis"	NaN	5.373257828645101	0.5813395677106135	0.9413305328144529	0.70987548	null
"GO:0006915"	"apoptotic process"	NaN	5.185227581152879	0.3770497347375319	0.9498397281150622	0.6318862	null
"GO:0006941"	"striated muscle contraction"	NaN	4.355585600061131	0.05581363935104756	0.9150833023369225	0.57376557	null
"GO:0006955"	"immune response"	NaN	5.410414467099877	0.6332667307635791	0.9165196221513444	0.25162659	null
"GO:0006970"	"response to osmotic stress"	NaN	4.676748464410772	0.11692657158985334	0.9067197746487727	0.66394511	null
"GO:0006974"	"DNA damage response"	NaN	6.1122197965247755	3.1870828591331772	0.8815555038307796	0.85141174	null
"GO:0006979"	"response to oxidative stress"	NaN	5.493504057283511	0.7667902052527142	0.910461763046204	0.44052098	null
"GO:0006986"	"response to unfolded protein"	NaN	4.717454133853566	0.1284161671309845	0.9214467010116151	0.19368182	null
"GO:0007009"	"plasma membrane organization"	NaN	4.70816585785554	0.125698833481154	0.9281259450094694	0.55019831	null
"GO:0007017"	"microtubule-based process"	NaN	5.74006015726112	1.352798959497502	0.9891085680554805	0.01683836	null
"GO:0007019"	"microtubule depolymerization"	NaN	4.023499381548012	0.02597958032061682	0.9000297342353768	0.65380953	null
"GO:0007021"	"tubulin complex assembly"	NaN	4.128883702099773	0.033115042504365574	0.9249852744741964	0.25541435	null
"GO:0007033"	"vacuole organization"	NaN	5.039441881406334	0.2695329154513942	0.9154512494230267	0.36675534	null
"GO:0007051"	"spindle organization"	NaN	5.094911139813784	0.3062538400182613	0.8839720072251328	0.80717202	null
"GO:0007052"	"mitotic spindle organization"	NaN	4.9315849874708	0.21025861386152261	0.8826056773787285	0.77930667	null
"GO:0007059"	"chromosome segregation"	NaN	5.442440571042678	0.6817307702247771	0.953984265926223	0.61702903	null
"GO:0007079"	"mitotic chromosome movement towards spindle pole"	NaN	2.392696953259666	0.0006054928241470144	0.8933190279961091	0.48113202	null
"GO:0007080"	"mitotic metaphase chromosome alignment"	NaN	4.247580506233836	0.043524104103218116	0.8566735512839677	0.69303962	null
"GO:0007097"	"nuclear migration"	NaN	4.289722698213798	0.047959462107742185	0.9347838328759093	0.61289096	null
"GO:0007098"	"centrosome cycle"	NaN	4.540992300356618	0.08553693749901238	0.8915816453157959	0.71987373	null
"GO:0051298"	"centrosome duplication"	NaN	4.2879584058601505	0.0477650152251909	0.8954424839818422	0.93306056	7098
"GO:0007154"	"cell communication"	NaN	6.574350790896292	9.236864411598072	0.9868271945035355	0.02242922	null
"GO:0007155"	"cell adhesion"	NaN	5.620991303588418	1.0284049482842672	0.9893692066457859	0.01299918	null
"GO:0007165"	"signal transduction"	NaN	6.555859777363872	8.851839893322994	0.7577680172618493	0.78117509	null
"GO:0007224"	"smoothened signaling pathway"	NaN	4.22177925693969	0.041013524100657325	0.8342469653631716	0.24558653	null
"GO:0007254"	"JNK cascade"	NaN	3.9416108021536336	0.02151468608076851	0.8340922268425911	0.71483911	null
"GO:0007263"	"nitric oxide mediated signal transduction"	NaN	3.180125875164054	0.003724027003798508	0.8498966744017946	0.18201138	null
"GO:0007264"	"small GTPase-mediated signal transduction"	NaN	5.2043262235564915	0.3940010724607046	0.8015754885843566	0.68495438	null
"GO:0007265"	"Ras protein signal transduction"	NaN	4.656740061467408	0.11166173764330672	0.8175055020738075	0.77879918	null
"GO:0007279"	"pole cell formation"	NaN	1.9731278535996986	0.00022890582376289568	0.9002537926494625	0.48870231	null
"GO:0007283"	"spermatogenesis"	NaN	4.758313758324986	0.14108475073214172	0.9121247084185268	0.71711591	null
"GO:0007281"	"germ cell development"	NaN	4.7187756314738705	0.12880752224903072	0.8954233934469915	0.91610716	7283
"GO:0007339"	"binding of sperm to zona pellucida"	NaN	3.9030899869919438	0.019688362196552716	0.9746194211468692	0.62724094	null
"GO:0007346"	"regulation of mitotic cell cycle"	NaN	5.251499516029417	0.43920874197740467	0.871747835228093	0.71750183	null
"GO:0007368"	"determination of left/right symmetry"	NaN	4.08611057380132	0.030008815089432518	0.8900395457643098	0.83032007	null
"GO:0001947"	"heart looping"	NaN	3.6181527333785195	0.01021461471630126	0.8783114437339709	0.9326615	7368
"GO:0007379"	"segment specification"	NaN	3.03382569395331	0.0026582611791820146	0.9040626039335938	0.5814378	null
"GO:0007399"	"nervous system development"	NaN	5.6826909870976445	1.1853974230914583	0.8714244918653411	0.75446646	null
"GO:0007528"	"neuromuscular junction development"	NaN	4.0655797147284485	0.02862307338213671	0.933168639448529	0.78634316	null
"GO:0007605"	"sensory perception of sound"	NaN	4.381926930637227	0.0593038378251958	0.913853886143292	0.60634776	null
"GO:0007611"	"learning or memory"	NaN	4.084325995016827	0.02988574744224817	0.905877578252422	0.73582336	null
"GO:0007612"	"learning"	NaN	3.7014816356209272	0.012375682600858489	0.9097779938770504	0.9269792	7611
"GO:0007613"	"memory"	NaN	3.830396176483469	0.016653514016986583	0.9084074198522024	0.94334523	7611
"GO:0007623"	"circadian rhythm"	NaN	4.511495663673566	0.07992013008151853	0.9964589947617893	-0	null
"GO:0008203"	"cholesterol metabolic process"	NaN	4.630193882888373	0.10504069822478856	0.9677745293239057	0.02855761	null
"GO:0008283"	"cell population proliferation"	NaN	4.601059963546283	0.09822521192371914	0.9911658977617784	0.00808815	null
"GO:0008284"	"positive regulation of cell population proliferation"	NaN	4.967150002647506	0.22820187682100118	0.8129937706584488	0.86084593	null
"GO:0008285"	"negative regulation of cell population proliferation"	NaN	4.705906455700312	0.12504657495107693	0.819176232352788	0.759255	null
"GO:0008298"	"intracellular mRNA localization"	NaN	3.7133225049870275	0.012717810660030991	0.9424310640508007	0.75396779	null
"GO:0008348"	"negative regulation of antimicrobial humoral response"	NaN	2.0827853703164503	0.00029536235324244606	0.8514785430620396	0.48964829	null
"GO:0008380"	"RNA splicing"	NaN	5.59033237091941	0.9583080778010037	0.9035631412256883	0.52812427	null
"GO:0008542"	"visual learning"	NaN	3.2038484637462346	0.003933242004011907	0.8506517926823468	0.86878501	null
"GO:0008584"	"male gonad development"	NaN	3.9607085516885565	0.022481997787637518	0.8824376815133761	0.89432208	null
"GO:0008630"	"intrinsic apoptotic signaling pathway in response to DNA damage"	NaN	4.141543834220653	0.034094660975953026	0.7893109024101713	0.82636606	null
"GO:0008631"	"intrinsic apoptotic signaling pathway in response to oxidative stress"	NaN	3.1934029030624176	0.0038397105921517986	0.8251394858919195	0.69219823	null
"GO:0008637"	"apoptotic mitochondrial changes"	NaN	4.029302593558998	0.02632909243862038	0.8931121374483355	0.7886095	null
"GO:0009408"	"response to heat"	NaN	5.132054664397105	0.3335994712226244	0.8986907469429919	0.8403733	null
"GO:0034605"	"cellular response to heat"	NaN	4.7774558227219925	0.1474424253856854	0.8911507412161176	0.90210951	9408
"GO:0009409"	"response to cold"	NaN	4.38751440114948	0.06007177994362616	0.9096729003422747	0.63145658	null
"GO:0009566"	"fertilization"	NaN	4.490393960981564	0.07612964654824048	0.9810629614415958	-0	null
"GO:0009651"	"response to salt stress"	NaN	4.4589247662340945	0.07080820148398907	0.909725999566061	0.53337533	null
"GO:0009725"	"response to hormone"	NaN	5.403883727818924	0.6238151354598208	0.8880965647406813	0.84426294	null
"GO:0009952"	"anterior/posterior pattern specification"	NaN	4.607294143612198	0.09964541257222656	0.8839376224072991	0.84593994	null
"GO:0009953"	"dorsal/ventral pattern formation"	NaN	4.04945061813155	0.0275794597340134	0.891949437371905	0.67846161	null
"GO:0010457"	"centriole-centriole cohesion"	NaN	3.330819466495837	0.005269756652433975	0.9081079996149927	0.81146647	null
"GO:0010468"	"regulation of gene expression"	NaN	6.7497482160021365	13.833180130521608	0.8113884989865384	0.81405727	null
"GO:0010507"	"negative regulation of autophagy"	NaN	4.24169586813981	0.0429383021026206	0.8081583741326956	0.79295654	null
"GO:0010508"	"positive regulation of autophagy"	NaN	4.478580923742277	0.07408672360498023	0.8044544872280752	0.82884571	null
"GO:0016239"	"positive regulation of macroautophagy"	NaN	4.128463891064761	0.03308304491609765	0.8134810831376632	0.92502259	10508
"GO:0010606"	"positive regulation of cytoplasmic mRNA processing body assembly"	NaN	3.081707270097349	0.002968391650086583	0.8389095125401781	0.73414093	null
"GO:0010628"	"positive regulation of gene expression"	NaN	5.294221453198817	0.484610858376656	0.7879585542971346	0.66206635	null
"GO:0010629"	"negative regulation of gene expression"	NaN	5.609610414869414	1.0018051070218412	0.7780303675489361	0.51858392	null
"GO:0010718"	"positive regulation of epithelial to mesenchymal transition"	NaN	3.3569814009931314	0.005597116593944353	0.8262386177912466	0.65693181	null
"GO:0010955"	"negative regulation of protein processing"	NaN	3.446847710155809	0.0068844041834926805	0.8190607893618699	0.529879	null
"GO:0010996"	"response to auditory stimulus"	NaN	3.216165902285993	0.004046464239421511	0.9249614220888274	0.15784019	null
"GO:0014070"	"response to organic cyclic compound"	NaN	4.89256205278148	0.19218982190191597	0.9114060607628297	0.39241351	null
"GO:0014819"	"regulation of skeletal muscle contraction"	NaN	3.154423973114647	0.0035098892976977345	0.8895738112906634	0.62470228	null
"GO:0015031"	"protein transport"	NaN	6.082135596279315	2.9737820130332575	0.9175723307726354	0.79047443	null
"GO:0045184"	"establishment of protein localization"	NaN	6.136836891777023	3.372954388028649	0.9201832944986643	0.90035579	15031
"GO:0015804"	"neutral amino acid transport"	NaN	4.905039928076212	0.1977918612017477	0.9603577327888146	0.21520597	null
"GO:0015811"	"L-cystine transport"	NaN	3.811306840081336	0.015937260310373652	0.9587948851719442	0.60530061	null
"GO:0016071"	"mRNA metabolic process"	NaN	5.82976420252634	1.6631731043434954	0.9256902500784205	0.41786517	null
"GO:0016079"	"synaptic vesicle exocytosis"	NaN	4.51615180913224	0.080781603611809	0.82514163738885	0.89907683	null
"GO:0016082"	"synaptic vesicle priming"	NaN	3.9465013905695874	0.02175836002219353	0.7851665449385242	0.82337338	null
"GO:0016192"	"vesicle-mediated transport"	NaN	6.022337625916402	2.591260690701909	0.9453778674523845	0.41239391	null
"GO:0016485"	"protein processing"	NaN	5.300927924466898	0.49215244379611317	0.9184697273657976	0.65882839	null
"GO:0016556"	"mRNA modification"	NaN	4.458320509318077	0.07070974736624158	0.9259013767618485	0.30486557	null
"GO:0016567"	"protein ubiquitination"	NaN	5.705074768729961	1.2480954666259985	0.9403588399236377	0.43232989	null
"GO:0017055"	"negative regulation of RNA polymerase II transcription preinitiation complex assembly"	NaN	2.0453229787866576	0.0002707488238055756	0.8347589194199037	0.64712322	null
"GO:0017148"	"negative regulation of translation"	NaN	4.9381643389305525	0.21346821810009053	0.7770387782198906	0.77632624	null
"GO:0018107"	"peptidyl-threonine phosphorylation"	NaN	4.515741416669365	0.0807053016705547	0.9423149105973068	0.34339985	null
"GO:0019079"	"viral genome replication"	NaN	3.8910354153153106	0.019149325901885252	0.9973127194133408	0.67092755	null
"GO:0019478"	"D-amino acid catabolic process"	NaN	4.463937759305199	0.07163029336718055	0.9528252918364781	0.49852965	null
"GO:0019933"	"cAMP-mediated signaling"	NaN	3.9228810912082936	0.020606446844547988	0.8351993360225525	0.52275001	null
"GO:0021517"	"ventral spinal cord development"	NaN	3.668012971641832	0.01145759795286322	0.89670811956685	0.55939631	null
"GO:0021532"	"neural tube patterning"	NaN	3.2016701796465816	0.00391355118046241	0.8918541193682761	0.69276633	null
"GO:0021742"	"abducens nucleus development"	NaN	1.8388490907372552	0.00016737200017071945	0.9071916029276154	0.78145035	null
"GO:0021743"	"hypoglossal nucleus development"	NaN	1.6434526764861874	0.00010583817657854318	0.909099817061951	0.36178919	null
"GO:0021754"	"facial nucleus development"	NaN	2.2013971243204513	0.00038889376510255403	0.9038442016282751	0.86900766	null
"GO:0021830"	"interneuron migration from the subpallium to the cortex"	NaN	2.3443922736851106	0.0005414976476111512	0.9002425152742005	0.49566267	null
"GO:0021943"	"formation of radial glial scaffolds"	NaN	1.9912260756924949	0.00023875123553764393	0.9009227539023068	0.65456674	null
"GO:0030007"	"intracellular potassium ion homeostasis"	NaN	4.246498580795801	0.043415804573695885	0.9823406533541611	0.58312817	null
"GO:0030154"	"cell differentiation"	NaN	5.923255938243652	2.06266791657451	0.8951144073640224	0.45291928	null
"GO:0030183"	"B cell differentiation"	NaN	3.866818802926048	0.01811063495964932	0.8801697799989452	0.78829298	null
"GO:0030307"	"positive regulation of cell growth"	NaN	4.216614485501277	0.040528637570750974	0.8240430826781828	0.42515507	null
"GO:0030335"	"positive regulation of cell migration"	NaN	4.785621639804695	0.15024098368265756	0.820573633389386	0.82987178	null
"GO:0030336"	"negative regulation of cell migration"	NaN	4.273579945676206	0.04620944016478069	0.832873107349539	0.59740406	null
"GO:0030490"	"maturation of SSU-rRNA"	NaN	5.073714685398322	0.2916654011210281	0.8566276148899726	0.66900694	null
"GO:0030509"	"BMP signaling pathway"	NaN	4.250175948083925	0.04378500751524894	0.8149605990956481	0.88668494	null
"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	NaN	4.318084214003265	0.05119614122869066	0.8132195802162627	0.90807562	30509
"GO:0030511"	"positive regulation of transforming growth factor beta receptor signaling pathway"	NaN	3.420120848085703	0.006473358241896944	0.8190263129942842	0.46846872	null
"GO:0030512"	"negative regulation of transforming growth factor beta receptor signaling pathway"	NaN	3.7300551523755	0.013217465307599461	0.8152337625436717	0.89493197	null
"GO:0030707"	"follicle cell of egg chamber development"	NaN	3.334252642334231	0.005311599652476655	0.9078464029978477	0.73807267	null
"GO:0030951"	"establishment or maintenance of microtubule cytoskeleton polarity"	NaN	3.5943925503754266	0.00967065571574642	0.9161086450980372	0.60757001	null
"GO:0030953"	"astral microtubule organization"	NaN	3.037426497940624	0.002680413355675198	0.9123178300012732	0.42960204	null
"GO:0031047"	"regulatory ncRNA-mediated gene silencing"	NaN	4.913220264207092	0.2015528084997015	0.7953012736300933	0.67548529	null
"GO:0031087"	"deadenylation-independent decapping of nuclear-transcribed mRNA"	NaN	3.9257245269360626	0.020741821256450774	0.7612412048057342	0.55809235	null
"GO:0000290"	"deadenylation-dependent decapping of nuclear-transcribed mRNA"	NaN	4.1848617089934335	0.037671006803130305	0.672494137012972	0.92842011	31087
"GO:0031115"	"negative regulation of microtubule polymerization"	NaN	2.6344772701607315	0.0010583817657854318	0.8425309708853755	0.67699499	null
"GO:0031116"	"positive regulation of microtubule polymerization"	NaN	3.794906106516804	0.015346535603888762	0.8221645599596509	0.84912524	null
"GO:0090063"	"positive regulation of microtubule nucleation"	NaN	3.2286569581089353	0.004164609180718489	0.8337379370321264	0.92093497	31116
"GO:0031440"	"regulation of mRNA 3'-end processing"	NaN	3.1953460583484197	0.0038569400627576087	0.8803147789045579	0.16780742	null
"GO:0031507"	"heterochromatin formation"	NaN	4.678154038010438	0.11730561994318113	0.74032962050907	0.73430545	null
"GO:0031509"	"subtelomeric heterochromatin formation"	NaN	3.739255803268511	0.013500520896123474	0.7559135484395086	0.84357059	null
"GO:0031573"	"mitotic intra-S DNA damage checkpoint signaling"	NaN	4.130816050034745	0.0332627236809868	0.7287770287888764	0.69027101	null
"GO:0032212"	"positive regulation of telomere maintenance via telomerase"	NaN	2.8976270912904414	0.0019420074725690828	0.8213683571052377	0.75741208	null
