LOC_ID,protein_name,gene_set,n_samples,n_at_floor,frac_at_floor,floor_flag,tested
LOC134712883,Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5),DEG_union,45,1,0.022,ok,TRUE
LOC134714631,Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14),DEG_union,45,1,0.022,ok,TRUE
LOC134714660,Fibronectin type 3 and ankyrin repeat domains protein 1,DEG_union,45,1,0.022,ok,TRUE
LOC134714846,Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein),candidate,45,1,0.022,ok,TRUE
LOC134715827,Protein MAK16 homolog A (MAK16-like protein A),DEG_union,45,1,0.022,ok,TRUE
LOC134717350,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),candidate,45,1,0.022,ok,TRUE
LOC134718629,"Macrophage-expressed gene 1 protein (Macrophage gene 1 protein) (Mpg-1) (Perforin-2) (P-2) [Cleaved into: Macrophage-expressed gene 1 protein, processed form]",DEG_union,45,1,0.022,ok,TRUE
LOC134718672,G patch domain-containing protein 4,DEG_union,45,1,0.022,ok,TRUE
LOC134720835,NA,DEG_union,45,1,0.022,ok,TRUE
LOC134720952,Hemocyte protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Hemocyte transglutaminase) (TGase),DEG_union,45,1,0.022,ok,TRUE
LOC134721033,Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35),candidate,45,1,0.022,ok,TRUE
LOC134721501,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),candidate,45,1,0.022,ok,TRUE
LOC134721575,NA,DEG_union,45,1,0.022,ok,TRUE
LOC134721786,Something about silencing protein 10 (Charged amino acid-rich leucine zipper 1) (Disrupter of silencing SAS10) (UTP3 homolog),DEG_union,45,1,0.022,ok,TRUE
LOC134723093,E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213),DEG_union,45,1,0.022,ok,TRUE
LOC134723511,Piercer of microtubule wall 1 protein (Pierce1) (UPF0691 protein C9orf116 homolog),DEG_union,45,1,0.022,ok,TRUE
LOC134723546,NA,DEG_union,45,1,0.022,ok,TRUE
LOC134725059,Transcription factor cwo (Protein clockwork orange),DEG_union,45,1,0.022,ok,TRUE
LOC134725307,NA,DEG_union,45,1,0.022,ok,TRUE
LOC134725629,Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase),candidate,45,1,0.022,ok,TRUE
LOC134680608,Collagen alpha-6(VI) chain,candidate,45,0,0,ok,TRUE
LOC134680676,NA,DEG_union,45,0,0,ok,TRUE
LOC134680725,Coiled-coil domain-containing protein 42 homolog,DEG_union,45,0,0,ok,TRUE
LOC134680752,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",candidate,45,0,0,ok,TRUE
LOC134680849,Major vault protein (MVP),DEG_union,45,0,0,ok,TRUE
LOC134680861,Na(+)/dicarboxylate cotransporter 3 (NaDC-3) (mNaDC3) (Na(+)-coupled carboxylate transporter 3) (NaC3) (Sodium-dependent high-affinity dicarboxylate transporter 2) (Solute carrier family 13 member 3),DEG_union,45,0,0,ok,TRUE
LOC134680920,NA,DEG_union,45,0,0,ok,TRUE
LOC134680973,Collagen alpha-6(VI) chain,candidate,45,0,0,ok,TRUE
LOC134681026,Putative transcription factor SOX-14,DEG_union,45,0,0,ok,TRUE
LOC134681037,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),candidate,45,0,0,ok,TRUE
LOC134681206,EF-hand calcium-binding domain-containing protein 7,DEG_union,45,0,0,ok,TRUE
LOC134681253,Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein),candidate,45,0,0,ok,TRUE
LOC134681287,Leucine-rich repeat-containing protein 43,DEG_union,45,0,0,ok,TRUE
LOC134681328,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),candidate,45,0,0,ok,TRUE
LOC134681413,E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (Tripartite motif-containing protein 56),DEG_union,45,0,0,ok,TRUE
LOC134682079,Cilia- and flagella-associated protein 100 (Coiled-coil domain-containing protein 37),DEG_union,45,0,0,ok,TRUE
LOC134682252,"Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Gene associated with retinoic and interferon-induced mortality 12 protein) (GRIM-12) (Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Peroxidase TXNRD1) (EC 1.11.1.2) (Thioredoxin reductase TR1)",candidate,45,0,0,ok,TRUE
LOC134682520,Tubulin beta-2 chain (Beta-tubulin class-II),DEG_union,45,0,0,ok,TRUE
LOC134682546,Tubulin beta chain (Beta-tubulin),DEG_union,45,0,0,ok,TRUE
LOC134682955,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1),candidate,45,0,0,ok,TRUE
LOC134683013,Tektin-3,DEG_union,45,0,0,ok,TRUE
LOC134683075,RNA ligase 1 (EC 6.5.1.3) (RNA ligase) (Rnl),DEG_union,45,0,0,ok,TRUE
LOC134683121,NA,DEG_union,45,0,0,ok,TRUE
LOC134683165,Tubulin polymerization-promoting protein family member 3,DEG_union,45,0,0,ok,TRUE
LOC134683324,Lamin tail domain-containing protein 1 (Intermediate filament tail domain-containing protein 1) (Lamin-A-related sequence 1 protein),DEG_union,45,0,0,ok,TRUE
LOC134683381,NA,DEG_union,45,0,0,ok,TRUE
LOC134683452,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-4) (Phospholipase C-delta-4) (PLC-delta-4)",DEG_union,45,0,0,ok,TRUE
LOC134683634,Syntenin-1 (Scaffold protein Pbp1) (Syndecan-binding protein 1),DEG_union,45,0,0,ok,TRUE
LOC134683831,Byssal protein-1,candidate,45,0,0,ok,TRUE
LOC134683926,Dynein axonemal intermediate chain 3 (Testis development protein NYD-SP29) (WD repeat-containing protein 63),DEG_union,45,0,0,ok,TRUE
LOC134683945,Histone chaperone asf1 (Anti-silencing function protein 1) (Replication-coupling assembly factor subunit ASF1) (RCAF subunit ASF1) (dASF1),candidate,45,0,0,ok,TRUE
LOC134684025,Tyrosinase 2,candidate,45,0,0,ok,TRUE
LOC134684209,DnaJ homolog subfamily C member 14,DEG_union,45,0,0,ok,TRUE
LOC134684257,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (FK506-binding protein 4) (FKBP-4) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",candidate,45,0,0,ok,TRUE
LOC134684271,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)",DEG_union,45,0,0,ok,TRUE
LOC134684272,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)",DEG_union,45,0,0,ok,TRUE
LOC134684786,Tyrosinase 2,candidate,45,0,0,ok,TRUE
LOC134684994,"ATP-dependent RNA helicase DEAH12, chloroplastic (EC 3.6.4.13)",DEG_union,45,0,0,ok,TRUE
LOC134685115,NA,DEG_union,45,0,0,ok,TRUE
LOC134685124,Nucleosome assembly protein 1-like 1 (Brain protein DN38) (NAP-1-related protein),DEG_union,45,0,0,ok,TRUE
LOC134685155,Protein adenylyltransferase FICD (EC 2.7.7.108) (AMPylator FICD) (De-AMPylase FICD) (EC 3.1.4.-) (FIC domain-containing protein) (Huntingtin yeast partner E) (Huntingtin-interacting protein 13) (HIP-13) (Huntingtin-interacting protein E),DEG_union,45,0,0,ok,TRUE
LOC134685188,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1),DEG_union,45,0,0,ok,TRUE
LOC134685237,NA,DEG_union,45,0,0,ok,TRUE
LOC134685244,U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A),DEG_union,45,0,0,ok,TRUE
LOC134685292,Small ribosomal subunit protein uS17 (40S ribosomal protein S11),DEG_union,45,0,0,ok,TRUE
LOC134685295,NA,DEG_union,45,0,0,ok,TRUE
LOC134685357,Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7),DEG_union,45,0,0,ok,TRUE
LOC134685400,Ras and EF-hand domain-containing protein,DEG_union,45,0,0,ok,TRUE
LOC134685466,NA,DEG_union,45,0,0,ok,TRUE
LOC134685609,Calumenin,DEG_union,45,0,0,ok,TRUE
LOC134685621,One cut domain family member 2 (One cut homeobox 2) (Transcription factor ONECUT-2) (OC-2),DEG_union,45,0,0,ok,TRUE
LOC134685659,"Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)",candidate,45,0,0,ok,TRUE
LOC134685663,Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG),DEG_union,45,0,0,ok,TRUE
LOC134685680,Homeobox protein DBX1 (Developing brain homeobox protein 1),DEG_union,45,0,0,ok,TRUE
LOC134686279,Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET),DEG_union,45,0,0,ok,TRUE
LOC134686344,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),candidate,45,0,0,ok,TRUE
LOC134686501,Histone deacetylase 1 (HD1) (EC 3.5.1.98),DEG_union,45,0,0,ok,TRUE
LOC134686666,Serine/threonine-protein kinase pim-3 (EC 2.7.11.1) (qpim),DEG_union,45,0,0,ok,TRUE
LOC134686698,PC3-like endoprotease variant B (EC 3.4.21.-) (SPC3),DEG_union,45,0,0,ok,TRUE
LOC134686763,Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37),candidate,45,0,0,ok,TRUE
LOC134686785,ADP-ribosylation factor-like protein 13B (ADP-ribosylation factor-like protein 2-like 1) (ARL2-like protein 1) (Protein hennin),DEG_union,45,0,0,ok,TRUE
LOC134686823,NA,DEG_union,45,0,0,ok,TRUE
LOC134686847,Synapse-associated protein 1 (BSD domain-containing signal transducer and Akt interactor protein) (BSTA),DEG_union,45,0,0,ok,TRUE
LOC134686875,Glutamate receptor 2,DEG_union,45,0,0,ok,TRUE
LOC134686881,Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin),DEG_union,45,0,0,ok,TRUE
LOC134686961,NA,DEG_union,45,0,0,ok,TRUE
LOC134686963,Probable assembly chaperone of rpl4,candidate,45,0,0,ok,TRUE
LOC134687008,Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma) (eIF2-gamma),DEG_union,45,0,0,ok,TRUE
LOC134687086,NA,DEG_union,45,0,0,ok,TRUE
LOC134687111,"Splicing factor, proline- and glutamine-rich (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",DEG_union,45,0,0,ok,TRUE
LOC134687115,NA,DEG_union,45,0,0,ok,TRUE
LOC134687118,Dynein axonemal heavy chain 5 (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5),DEG_union,45,0,0,ok,TRUE
LOC134687183,NA,DEG_union,45,0,0,ok,TRUE
LOC134687200,NA,DEG_union,45,0,0,ok,TRUE
LOC134687211,NA,DEG_union,45,0,0,ok,TRUE
LOC134687225,Mucin-like protein,DEG_union,45,0,0,ok,TRUE
LOC134687258,Sestrin-3 (EC 1.11.1.-),DEG_union,45,0,0,ok,TRUE
LOC134687366,NA,DEG_union,45,0,0,ok,TRUE
LOC134687550,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",candidate,45,0,0,ok,TRUE
LOC134687560,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1),candidate,45,0,0,ok,TRUE
LOC134687585,Dynein light chain Tctex-type 5 (Tctex1 domain-containing protein 1),DEG_union,45,0,0,ok,TRUE
LOC134687586,"5-aminolevulinate synthase, non-specific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)",DEG_union,45,0,0,ok,TRUE
LOC134687647,Dynein axonemal heavy chain 5 (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5),DEG_union,45,0,0,ok,TRUE
LOC134687679,Sperm flagellar protein 2 (Protein KPL2),DEG_union,45,0,0,ok,TRUE
LOC134687860,FAS-associated factor 1,DEG_union,45,0,0,ok,TRUE
LOC134687941,Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14),DEG_union,45,0,0,ok,TRUE
LOC134688021,Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1),DEG_union,45,0,0,ok,TRUE
LOC134688158,Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14),DEG_union,45,0,0,ok,TRUE
LOC134688259,Sperm-associated antigen 17 (Projection protein PF6 homolog),DEG_union,45,0,0,ok,TRUE
LOC134688272,Novel acetylcholine receptor chaperone (Transmembrane protein 35A),candidate,45,0,0,ok,TRUE
LOC134688292,NA,DEG_union,45,0,0,ok,TRUE
LOC134688325,Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7),DEG_union,45,0,0,ok,TRUE
LOC134688348,Androglobin,DEG_union,45,0,0,ok,TRUE
LOC134688350,"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein) (pp68)",DEG_union,45,0,0,ok,TRUE
LOC134688364,Coiled-coil domain-containing protein 83,DEG_union,45,0,0,ok,TRUE
LOC134688473,Adenylate kinase 9 (EC 2.7.4.4) (EC 2.7.4.6),DEG_union,45,0,0,ok,TRUE
LOC134688520,c-Myc-binding protein (Associate of Myc 1) (AMY-1),DEG_union,45,0,0,ok,TRUE
LOC134688602,Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7),DEG_union,45,0,0,ok,TRUE
LOC134690130,NA,DEG_union,45,0,0,ok,TRUE
LOC134690802,Solute carrier family 25 member 32 (Mitochondrial FAD transporter),DEG_union,45,0,0,ok,TRUE
LOC134690812,Microtubule cross-linking factor 3,DEG_union,45,0,0,ok,TRUE
LOC134690830,Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164),DEG_union,45,0,0,ok,TRUE
LOC134690874,NA,DEG_union,45,0,0,ok,TRUE
LOC134691121,cAMP-responsive element-binding protein-like 2,DEG_union,45,0,0,ok,TRUE
LOC134691221,Glutathione S-transferase A (GST-A) (EC 2.5.1.18) (GST class-theta),candidate,45,0,0,ok,TRUE
LOC134691224,General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta),DEG_union,45,0,0,ok,TRUE
LOC134691227,NA,DEG_union,45,0,0,ok,TRUE
LOC134691255,Zinc finger protein 90 homolog (Zfp-90) (Zinc finger protein 756),DEG_union,45,0,0,ok,TRUE
LOC134691386,Tribbles homolog 2 (TRB-2),DEG_union,45,0,0,ok,TRUE
LOC134691435,NA,DEG_union,45,0,0,ok,TRUE
LOC134691772,NA,DEG_union,45,0,0,ok,TRUE
LOC134692455,Nucleolar GTP-binding protein 2 (Autoantigen NGP-1),DEG_union,45,0,0,ok,TRUE
LOC134692595,Protein DEK,DEG_union,45,0,0,ok,TRUE
LOC134692668,Transcription factor HES-4-A (Hairy and enhancer of split 4-A) (Protein hairy-2) (Xhairy2) (Protein hairy-2a) (Xhairy2a),DEG_union,45,0,0,ok,TRUE
LOC134692703,Zinc finger protein 362,DEG_union,45,0,0,ok,TRUE
LOC134692757,Myeloid leukemia factor 1 (Myelodysplasia-myeloid leukemia factor 1),DEG_union,45,0,0,ok,TRUE
LOC134692823,Ras-related protein Rab-3,DEG_union,45,0,0,ok,TRUE
LOC134692876,ATP-binding cassette sub-family F member 3,DEG_union,45,0,0,ok,TRUE
LOC134692905,Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81),DEG_union,45,0,0,ok,TRUE
LOC134693121,NA,DEG_union,45,0,0,ok,TRUE
LOC134693219,Multifunctional protein CAD (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase) [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],DEG_union,45,0,0,ok,TRUE
LOC134693287,Chloride intracellular channel protein 2 (Glutaredoxin-like oxidoreductase CLIC2) (EC 1.8.-.-) (Glutaredoxin-like peroxidase CLIC2) (EC 1.11.1.-),candidate,45,0,0,ok,TRUE
LOC134693705,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1)",DEG_union,45,0,0,ok,TRUE
LOC134693708,Prohibitin-2 (B-cell receptor-associated protein BAP37) (BAP-37),DEG_union,45,0,0,ok,TRUE
LOC134693841,Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII),DEG_union,45,0,0,ok,TRUE
LOC134693842,Forkhead-associated domain-containing protein 1 (FHA domain-containing protein 1),DEG_union,45,0,0,ok,TRUE
LOC134693874,Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide],candidate,45,0,0,ok,TRUE
LOC134693929,Collagen alpha-4(VI) chain,candidate,45,0,0,ok,TRUE
LOC134694199,NACHT and WD repeat domain-containing protein 2 (Leucine-rich repeat and WD repeat-containing protein KIAA1239),DEG_union,45,0,0,ok,TRUE
LOC134694200,Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)],candidate,45,0,0,ok,TRUE
LOC134694369,Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein),DEG_union,45,0,0,ok,TRUE
LOC134694421,Byssal calumenin-like protein 1,candidate,45,0,0,ok,TRUE
LOC134694619,Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97),DEG_union,45,0,0,ok,TRUE
LOC134694655,Phosphonoacetaldehyde hydrolase (Phosphonatase) (EC 3.11.1.1) (Phosphonoacetaldehyde phosphonohydrolase),DEG_union,45,0,0,ok,TRUE
LOC134694726,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",candidate,45,0,0,ok,TRUE
LOC134694760,Phospholipid hydroperoxide glutathione peroxidase (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4) (EC 1.11.1.9),candidate,45,0,0,ok,TRUE
LOC134694787,Centrosome and spindle pole-associated protein 1,DEG_union,45,0,0,ok,TRUE
LOC134694790,Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Ciliary dynein heavy chain 7) (Dynein heavy chain-like protein 2) (hDHC2),DEG_union,45,0,0,ok,TRUE
LOC134694860,Thioredoxin domain-containing protein 3 homolog (3'-5' exonuclease NME8) (EC 3.1.-.-) (Intermediate chain 1) (NME/NM23 family member 8),DEG_union,45,0,0,ok,TRUE
LOC134695210,Homeobox protein Mohawk,DEG_union,45,0,0,ok,TRUE
LOC134695224,Innexin unc-9 (Uncoordinated protein 9),DEG_union,45,0,0,ok,TRUE
LOC134695234,Minor histocompatibility antigen H13 (EC 3.4.23.-) (Presenilin-like protein 3) (Signal peptide peptidase),DEG_union,45,0,0,ok,TRUE
LOC134695326,NA,DEG_union,45,0,0,ok,TRUE
LOC134695556,NA,DEG_union,45,0,0,ok,TRUE
LOC134695612,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),candidate,45,0,0,ok,TRUE
LOC134695637,Otoferlin (Fer-1-like protein 2),DEG_union,45,0,0,ok,TRUE
LOC134695781,97 kDa heat shock protein (Heat shock protein 110),candidate,45,0,0,ok,TRUE
LOC134695835,Tubulin beta-4B chain (Tubulin beta-2C chain),DEG_union,45,0,0,ok,TRUE
LOC134695854,Tubulin beta-4B chain (Tubulin beta-2C chain),DEG_union,45,0,0,ok,TRUE
LOC134695859,Mitochondrial import inner membrane translocase subunit Tim16 (Protein black pearl),DEG_union,45,0,0,ok,TRUE
LOC134695945,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),DEG_union,45,0,0,ok,TRUE
LOC134695948,High mobility group protein DSP1 (Protein dorsal switch 1),DEG_union,45,0,0,ok,TRUE
LOC134695949,High mobility group protein DSP1 (Protein dorsal switch 1),DEG_union,45,0,0,ok,TRUE
LOC134695971,"3',5'-cyclic-AMP phosphodiesterase, isoform I (EC 3.1.4.53) (Learning/memory process protein) (Protein dunce) (cAMP-specific phosphodiesterase, isoform I)",DEG_union,45,0,0,ok,TRUE
LOC134696006,Calnexin,DEG_union,45,0,0,ok,TRUE
LOC134696261,Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4),DEG_union,45,0,0,ok,TRUE
LOC134696344,Centrosomal protein of 135 kDa (Cep135) (Centrosomal protein 4),DEG_union,45,0,0,ok,TRUE
LOC134696347,Tubulin beta chain (Beta-tubulin),DEG_union,45,0,0,ok,TRUE
LOC134696622,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),DEG_union,45,0,0,ok,TRUE
LOC134696787,N-glycosidase R617 (EC 3.2.2.-) (Riboflavin biosynthesis intermediates N-glycosidase),DEG_union,45,0,0,ok,TRUE
LOC134697084,Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (p97) (Valosin-containing protein) (VCP),DEG_union,45,0,0,ok,TRUE
LOC134697101,Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4),DEG_union,45,0,0,ok,TRUE
LOC134697125,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)",DEG_union,45,0,0,ok,TRUE
LOC134697153,Protein Fe65 homolog,DEG_union,45,0,0,ok,TRUE
LOC134697168,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),candidate,45,0,0,ok,TRUE
LOC134697178,NA,DEG_union,45,0,0,ok,TRUE
LOC134697233,NA,DEG_union,45,0,0,ok,TRUE
LOC134697440,Tubulin beta-4B chain (Tubulin beta-2C chain),DEG_union,45,0,0,ok,TRUE
LOC134697688,von Willebrand factor A domain-containing protein 3B (VWA domain-containing protein 3B),DEG_union,45,0,0,ok,TRUE
LOC134697817,NA,DEG_union,45,0,0,ok,TRUE
LOC134698149,NA,DEG_union,45,0,0,ok,TRUE
LOC134698874,Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2),DEG_union,45,0,0,ok,TRUE
LOC134699002,ATP-dependent RNA helicase me31b (EC 3.6.4.13) (Maternal expression at 31B),DEG_union,45,0,0,ok,TRUE
LOC134699268,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",candidate,45,0,0,ok,TRUE
LOC134699412,Large ribosomal subunit protein eL15 (60S ribosomal protein L15),DEG_union,45,0,0,ok,TRUE
LOC134699824,"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1) (Protein dumpy-18)",candidate,45,0,0,ok,TRUE
LOC134700319,NA,DEG_union,45,0,0,ok,TRUE
LOC134700327,Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9),candidate,45,0,0,ok,TRUE
LOC134700619,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12),DEG_union,45,0,0,ok,TRUE
LOC134701485,NA,DEG_union,45,0,0,ok,TRUE
LOC134701603,Tyrosinase 2,candidate,45,0,0,ok,TRUE
LOC134701697,Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A),candidate,45,0,0,ok,TRUE
LOC134701699,Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B),candidate,45,0,0,ok,TRUE
LOC134702625,NA,DEG_union,45,0,0,ok,TRUE
LOC134702626,NA,DEG_union,45,0,0,ok,TRUE
LOC134702757,NA,DEG_union,45,0,0,ok,TRUE
LOC134702775,NA,DEG_union,45,0,0,ok,TRUE
LOC134702776,NA,DEG_union,45,0,0,ok,TRUE
LOC134703365,NA,DEG_union,45,0,0,ok,TRUE
LOC134703478,NA,DEG_union,45,0,0,ok,TRUE
LOC134704098,NA,DEG_union,45,0,0,ok,TRUE
LOC134704167,NA,DEG_union,45,0,0,ok,TRUE
LOC134704264,NA,DEG_union,45,0,0,ok,TRUE
LOC134704437,NA,DEG_union,45,0,0,ok,TRUE
LOC134705107,NA,DEG_union,45,0,0,ok,TRUE
LOC134705122,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)",DEG_union,45,0,0,ok,TRUE
LOC134705220,NA,DEG_union,45,0,0,ok,TRUE
