LOC_ID,T014F,T015F,T016F,T017F,T019F,T021F,T023F,T025F,T026F,T027F,T029F,T030F,T031F,T033F,T034F,T035F,T036F,T037F,T038F,T039F,T040F,T041F,T046F,T049F,T052F,T055F,T056F,T057F,T058F,T110F,T111F,T112F,T118F,T119F,T126F,T127F,T128F,T129F,T130F,T131F,T132F,T133F,T134F,T135F
LOC134715300,4.616033624054131,3.4856216075055424,5.48582641966508,5.972168313200957,4.84371796826378,6.166305613937838,5.008673461871046,5.564838453947028,5.721776521057539,4.989514060701923,5.454707273292149,5.395447506557984,5.351680415133105,5.563607027967679,5.576985705063687,3.4856216075055424,5.36545422696467,5.8608063445526,5.392946784444263,5.931665159935265,5.934446988796116,5.572121113380091,5.4541800309305515,3.4856216075055424,4.736012238088211,5.449146395433639,4.919321319711144,5.33402328395128,5.828404150134266,5.0937225157426465,3.4856216075055424,5.383999477632594,3.4856216075055424,5.3917046136685505,3.4856216075055424,4.951483275097593,5.3050973367283545,3.4856216075055424,5.846559850316684,5.244759008977885,5.562707855723739,5.358947979114525,5.684085155525438,5.379777914038913
LOC134680880,5.161106659455341,3.4856216075055424,5.634295553094365,5.09764639184154,4.784541288240445,5.32499672555766,5.7928313473620525,5.176866872110864,5.138099268979345,4.531174663269709,5.537518682016687,5.772166355947265,5.351680415133105,5.780199941467544,5.543430828212553,5.582219137178461,5.704670013827854,5.1531635342290905,5.015004411249759,5.76451897057267,4.55177260641076,5.232884324818727,5.518339588972754,4.860395292558182,5.274167806257919,4.973449515150225,5.057722414085938,5.239884849105243,5.129402233262336,5.326908463740662,4.87315615126485,4.903144772117761,5.8504880827440635,5.229734328720908,5.338780426904215,5.796110301496657,5.799256327975505,5.07799790112737,4.742102823075857,5.278404867693602,5.352890728881814,5.746631751172922,6.0914710470119955,5.761697508605578
LOC134721896,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.100684059287379,4.0820790095679165,4.525032741348156,4.851073965447915,4.590376740976339,3.4856216075055424,5.091072660303548,4.733430344963512,4.367549985548172,4.7616478419432005,4.7852520330834505,4.7597889699603995,5.027629395175536,3.4856216075055424,4.482898009931025,3.4856216075055424,4.965144015684393,3.4856216075055424,4.971881140571325,4.2000802556750765,4.258168010863053,4.4939533630401085,3.4856216075055424,3.4856216075055424,4.810680526702686,4.04474802139578,3.4856216075055424,4.680596985229418,4.361699280249308,4.4320635228408385,5.042523119388131,3.4856216075055424,4.60465872181257,4.095338971625488,3.4856216075055424,4.269912058651115,4.256334312164903,4.775773958036371,4.787796567342463,5.169534421900136,5.039564658658854
LOC134682079,5.2643428792367395,5.592451559896992,6.265285572212772,5.639736541565063,5.61388023219342,5.702641420791403,6.826651394088145,5.891543324826719,5.721776521057539,5.49935971862425,6.422535873204909,6.421361195083808,6.416913092430299,6.5668470592599535,6.393717042430257,6.430247932368835,5.943046421573044,6.190504649817787,5.949745749934894,6.797341342433451,5.121000912770827,6.2188305895713105,6.80653957518119,5.5593270620275295,5.951671583001623,5.6324022342240365,5.490304749954059,5.604760026213003,5.205153658507151,5.7190038196386075,5.624926486306321,5.788435242736092,6.730036738956975,5.889152476462347,5.891607798857535,6.509045551386556,6.259434084634936,6.233127400037582,5.351072770443064,6.157550652143185,6.61009965160127,6.740401224094013,6.930960238560567,6.64104126877042
LOC134690923,6.835013852216235,6.761349092636388,6.804844948897131,7.555563876668756,6.801993611062269,7.317394711587162,7.032814528856466,6.895280317380509,6.866486622270048,6.434674230310717,6.938865883927178,6.689696536657516,6.806970002490232,6.615989670000873,6.953189867073118,7.180768890561823,7.073165086903839,6.663343989200811,6.683680657575403,6.981305841577446,7.505691976541514,7.0211718506282885,6.692557090632252,6.493290960328335,6.669021740915646,7.09479524881847,6.47591662753805,7.028580923744782,7.318419872454735,6.963442548413391,6.894371276184359,6.949608174076471,6.845360507987711,6.929594429323615,7.198936482714595,6.87482614037125,6.4760732796161395,6.7263683454591545,6.983983505031061,6.514301432141671,6.696887716604001,6.664397405862367,6.6601893223881605,6.943504659336989
LOC134707468,4.986989945086596,4.707993987738434,4.888824060430471,4.82298193199794,4.7217671569988635,4.827283152461085,4.367988143359524,5.7703740842883615,4.578596020305517,4.877839261369895,4.491828491760078,4.970630621473927,4.4863762090528825,4.6782870130875205,4.448525973582655,4.865286511894938,3.4856216075055424,4.656822057270212,5.135756101272036,4.757236703520109,6.292981472413516,3.4856216075055424,5.025438901625421,5.0372210155378125,4.930719941504255,5.866547366439698,5.181209748953211,5.604760026213003,5.089618863493251,5.135892092297969,5.65589716781313,5.214294521731365,4.308828116905478,5.13984661883539,3.4856216075055424,4.2418034400617195,4.748013655676504,4.638697259107215,3.4856216075055424,4.9780062723939595,4.611724430614147,3.4856216075055424,4.467477461828052,4.410856077624986
LOC134727934,5.312838787879863,5.081952512928327,5.668899147877547,5.575169129415471,5.14414184090859,5.727591207866845,5.670036901396666,5.176866872110864,5.263024519249277,5.312129821425011,5.51050752363071,5.772166355947265,5.773507035274534,5.802206264813197,5.845542083541404,5.943619126587089,5.627860450111494,5.573288991893101,5.482504191532268,6.111296577171771,4.725889402554534,5.790807211540769,5.8959922164878025,5.282283303088229,5.17047577781072,4.871085131151984,4.990651907919855,5.206812399873373,5.276400626174059,5.7190038196386075,5.5932006735225555,4.961280766398115,6.087926218109743,5.568517490357996,5.849938393656898,5.878709438465089,5.3831466429525365,5.857025759223663,5.3935679775823235,5.51900611145055,5.523423298904026,6.045730420736693,6.071790631322491,6.386671548124425
LOC134712069,5.213833218586491,4.40841142817431,5.798866708464774,5.996480599013232,5.809784511909362,5.702641420791403,5.299703493175757,7.0292817241068475,5.775803540853029,3.4856216075055424,5.688705327321142,6.179657442803274,5.518659081452235,5.88677144473617,5.609691155791658,6.167616018212723,6.499402250311227,5.60853097979659,5.392946784444263,6.228539916498034,7.512053697298242,6.1433149081989935,5.986758465573311,5.6618236776452,3.4856216075055424,5.767556598056109,3.4856216075055424,5.239884849105243,6.017031825582276,5.492233273815823,5.624926486306321,5.06920652721276,5.601288432639891,4.87884277200105,6.009397391900776,5.613644446854836,6.259434084634936,5.330648137328714,5.622332861418148,5.174516759718575,3.4856216075055424,6.270189750603676,5.514695432602557,6.358488696047604
LOC134715471,5.783995611962991,5.531079425437863,5.361895021970328,5.0478265912698985,5.980511032203289,5.32499672555766,5.270653660999367,5.527186860911532,5.480120202728989,4.935091838837172,5.802601421228165,5.079122862001157,5.421148522375013,5.236827992150203,5.360969983714688,5.124191548792933,5.315876123494595,5.380871340784744,4.725107542122631,5.478140485610525,5.578362352272352,5.686016586818682,5.486663935802372,5.3678779800217855,5.095966976300448,4.973449515150225,5.620394805030032,5.33402328395128,5.167882035547285,5.610565237466386,5.085792907704201,5.4976264797644,5.601288432639891,5.13984661883539,4.974434942560217,5.63788994488007,5.591884990056783,4.856471289041577,5.113138332307629,5.434092052789032,5.523423298904026,5.399482118570165,5.573655623876188,5.716808106082922
LOC134725168,5.968317779258551,5.81259542643653,5.668899147877547,5.670857873619215,5.980511032203289,6.269467878692562,4.9326947857510675,6.153998084218802,5.339680890783349,5.7225161386444094,5.202661361919042,6.265000309078175,5.79899771063586,6.095204347111721,5.998537460273929,5.674828421628579,4.8954628499296655,5.802099935559553,5.392946784444263,6.42469728665245,5.833070745196078,6.358497094482925,4.761429250355235,4.860395292558182,5.133811383732317,5.273114376701791,5.847159191078994,5.064466325700871,5.805710731801129,5.42868864973704,5.65589716781313,5.4976264797644,5.073146001670316,5.042523119388131,5.45856337165308,5.311365396702252,5.77155569946511,5.155801381319477,5.690383063982855,4.9780062723939595,5.100038853119862,5.549728147086226,5.043332292282563,5.867699282407841
LOC134715042,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.995741151381852,5.099261160124148,5.255349319143795,5.299703493175757,5.070842544240254,3.4856216075055424,4.817369512298393,5.4258584606797635,5.3131460691623245,5.351680415133105,5.334767487533322,5.790404286206362,5.447394952355292,5.459066153173385,5.338593048226065,5.245248569520571,5.724343256937922,3.4856216075055424,5.232884324818727,5.277799039149703,3.4856216075055424,4.930719941504255,5.067207108572337,5.057722414085938,4.857293539352152,5.089618863493251,5.291036476058997,4.984513249470217,4.706912011377609,5.073146001670316,5.465407747807134,5.274258595660752,5.371993975571785,3.4856216075055424,3.4856216075055424,4.88028694215371,5.51900611145055,5.562707855723739,5.029569676813387,5.169534421900136,6.003299810930185
LOC134703116,7.3356150655613845,6.696134354511623,6.973608622490239,7.056112053696668,6.669108179029205,6.86688133563183,6.731025693649804,6.5642458741783445,7.003851216244699,6.963988169506344,6.754370597970596,6.57855674002339,6.510103484663821,6.786355039209525,6.611067090103153,6.82921063216924,7.086974096529769,7.0289705349454445,6.81958779608886,6.740067769985129,6.989025613975304,6.8209839871685904,6.1902474768807485,6.511013289318934,5.951671583001623,6.310247075114096,6.67995941377115,6.813523058408949,6.361199978282879,6.70941989493964,6.494337903780677,6.885529199984433,6.951991955190205,6.841188860100844,6.15207580080959,6.53413832403835,6.663583341777257,6.233127400037582,7.108292372423324,6.675183287753548,7.078217407777213,6.769692082264939,6.647151702837813,6.989698295924383
LOC134711670,4.149223414589556,4.707993987738434,4.588814705995792,5.507202966382984,4.582821399835069,5.06121089985946,4.665871044967619,5.671635667875257,4.415427131996277,4.097962605832518,5.092761943014871,4.850422795066156,5.071715948872698,5.053414564910933,4.7597889699603995,5.76132030922368,4.820254906978475,4.932983091975757,4.637909433735165,5.073304068894399,6.408281489751981,4.6949613024718975,4.307888673119726,4.374262872309511,4.736012238088211,4.3993494849325,4.462471953328906,4.402299901816221,4.866714345577917,4.907547097742053,4.81286311543363,4.961280766398115,3.96516346360326,4.5319521835952035,5.338780426904215,4.6621123842144145,4.606408577987129,4.575796325094208,4.581916466917023,4.424174101317418,4.611724430614147,5.029569676813387,4.901426962441814,4.8696042774647905
LOC134706624,4.853913384838152,4.493204698572521,5.174612085760088,4.941128244648555,5.0039195826494876,4.973468716387261,4.7626655319390645,5.125052368021369,4.415427131996277,5.041420824019719,5.092761943014871,5.395447506557984,5.071715948872698,5.012991989354435,4.824251557126828,5.213399021491339,5.459066153173385,4.870450885456285,5.076956240087378,5.107201981995057,4.826999476599213,5.01968508496218,4.977484405396345,4.794412207287922,4.8378423587431385,5.111359745785283,4.760784818269149,5.239884849105243,4.866714345577917,4.8011393710956005,5.085792907704201,4.776524758446703,5.187724337468237,4.87884277200105,4.560665598617529,3.4856216075055424,5.035239865325911,5.620374061642819,5.002716540925295,5.020088815865702,5.100038853119862,5.273669369428821,5.128961871804785,4.8696042774647905
LOC134711335,5.447873890894302,6.04478975066665,5.011884588944474,5.816298424901552,5.701432420996758,5.727591207866845,5.4355186270880615,5.4483858391503786,6.103043309686971,5.46407533104261,5.563973323995698,5.580364569657616,5.1997735744032845,5.7578226772155965,5.437142585175032,5.335928877695166,5.031935938765638,5.202259451335541,6.1728267841149504,5.233803224520306,6.366157012319542,5.686016586818682,5.158338821997673,6.0321491300762675,6.151955883885297,5.603612329855621,5.29307948131032,5.5550163044039875,6.111488624628272,6.120569051979225,6.027227099178873,5.9260176794907204,5.241116350351008,5.836334145170536,5.514444126932302,5.730612391991901,5.591884990056783,5.424728359786144,5.786276988286995,6.2714097834690135,5.840495815696628,5.618720351329813,5.573655623876188,5.8471619260874785
LOC134701871,5.105923937922045,4.493204698572521,4.4965977989561,4.82298193199794,4.504766148189845,5.142729622055275,4.367988143359524,4.276102877841589,4.578596020305517,4.531174663269709,4.4197794405741595,4.557810323240155,4.071036881788227,4.252531612417656,3.4856216075055424,3.4856216075055424,4.445557542237787,4.123772475412289,3.4856216075055424,4.364116061929403,5.004300734869038,4.629291786268318,3.4856216075055424,3.4856216075055424,3.8733717007031747,3.4856216075055424,4.572845761810151,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.095778725399122,3.4856216075055424,4.160745510303361,3.9205590989365122,3.4856216075055424,4.60465872181257,4.095338971625488,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.146611959757325,3.4856216075055424,3.4856216075055424,4.410856077624986
LOC134717773,7.53719479630317,7.90102245835419,7.72810670489205,7.83637213108861,8.026777190511522,8.062562838024768,7.397626440812276,7.197909110541716,7.8984522933023404,7.694752838295044,7.98699923026547,7.442022138640573,7.511931575988403,7.508757419815899,7.7789234697165375,7.429143601860974,7.702539538190721,7.594561163761178,7.946341369341712,7.504810972480238,7.586268540638851,7.5157772185550815,7.555293593055279,7.62356496892302,7.661775337732114,7.77345476025615,7.418207841169641,7.748973646872909,8.0388662021584,7.711194011454234,7.761914937831165,7.952033751802046,7.655653707480271,7.368572408881753,7.5405802626793195,7.971282223431085,7.932200722619599,7.773662843639175,7.894091112375403,7.948076998491947,7.807563099782409,7.617660130851281,7.5953575452990965,7.431609588203368
LOC134711399,5.75064119258299,5.326909052517662,6.329639154131481,5.541635396608271,3.4856216075055424,6.054763384482319,6.924874132216632,6.153998084218802,5.802013065779045,5.751499052239481,6.675572696496926,6.704880827082788,6.367874178719133,7.049245600858553,6.785631508575002,6.591503026284302,6.478415812883118,5.944309614943972,5.887734793827528,7.392352085987498,5.292980190934852,6.6698329234720015,7.0517283922608085,5.5593270620275295,6.495138477418056,5.936264643431439,5.57847319109064,5.765287866251971,5.343714775201561,5.843100784659695,5.715722788524423,6.002282899150612,7.009508853841432,6.289925507090875,6.609492844617274,6.54651815232527,6.371968102934291,6.826679250980201,5.351072770443064,6.174403945437751,6.220281911578647,7.245461435389813,6.760362624244382,6.519625457396355
LOC134690738,5.53047428311652,5.499257781966878,5.361895021970328,5.541635396608271,5.672894505181145,5.06121089985946,6.252236800257671,5.832332783141709,5.9493155691444315,6.10256366279024,5.51050752363071,5.772166355947265,5.454492037956444,5.88677144473617,5.998537460273929,5.582219137178461,5.627860450111494,5.461369801443639,5.754374886998576,5.320716063901283,4.826999476599213,6.1433149081989935,5.823656753417758,6.493290960328335,6.009281445856575,6.145718510549396,5.738639043488317,6.337477527181658,6.055603124944753,5.978250598775377,5.955853638797828,5.977335703555767,5.131831141645777,5.313383746457194,5.45856337165308,5.85853309829149,5.978590218817955,6.000788897360943,5.986379881300015,6.140487968261028,5.637864466090503,5.438745707090973,5.810216762600557,5.946844950265575
LOC134715034,3.4856216075055424,4.570450444384755,3.4856216075055424,4.6159028418583175,3.4856216075055424,3.4856216075055424,4.665871044967619,4.590376740976339,3.4856216075055424,3.4856216075055424,3.4856216075055424,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.5367166522100275,3.4856216075055424,4.170539373346349,4.381037388969404,4.879805472469327,5.002356599200067,4.6712747542630195,4.756533428827691,4.40195720527429,4.7239460758582235,3.4856216075055424,4.198021162067128,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.388771390632207,3.4856216075055424,4.63205011400295,4.945914556757098,4.444131992946058,3.4856216075055424,4.406667734782182,4.983505863294986,3.4856216075055424,4.128572697557429,3.4856216075055424,4.291737812402384,3.4856216075055424,4.738093002530079,4.721808790426693
LOC134716175,3.4856216075055424,4.987464220856236,3.4856216075055424,4.758573039546188,3.4856216075055424,5.142729622055275,4.8926529711495,3.4856216075055424,3.4856216075055424,3.4856216075055424,5.335103195009161,3.4856216075055424,4.819914932974123,4.7852520330834505,3.4856216075055424,4.521452875091352,4.820254906978475,4.656822057270212,3.4856216075055424,3.4856216075055424,4.777684885927803,4.756533428827691,3.4856216075055424,3.4856216075055424,4.254332264812352,3.4856216075055424,4.572845761810151,4.402299901816221,3.4856216075055424,4.682580346320704,3.4856216075055424,3.4856216075055424,4.945914556757098,3.4856216075055424,4.788248960181185,4.716351318915511,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.625597517553014,3.4856216075055424,4.787796567342463,4.612511748456334,3.4856216075055424
LOC134681724,6.788079176223361,6.748545024794757,6.578521773710473,7.195729237452007,6.737114490261509,6.694514081045007,6.711098131824304,6.491298616053694,6.77974270604677,6.903038171749767,6.579764045157889,6.953518908913246,6.9678291544088395,6.807592205441762,6.977296860778749,6.82921063216924,6.972554534002542,6.800859218626373,7.137476928738177,6.997643179328217,7.086355819030485,7.041767615449746,6.611103738106288,6.853206564053975,6.813260990910917,6.532756656864825,6.841302696640418,7.0880549846803635,7.065076293784155,6.853591223110464,7.013630596762593,6.911509279707,6.861093695385952,6.760753630144364,6.633661733494263,6.89422222894632,6.603820469614249,6.940346530170881,6.743916600042441,6.940886490976022,6.778639959089483,6.567420267240723,6.538253647428602,7.184761168011641
LOC134718434,5.7164240244150415,6.127572667022402,5.668899147877547,5.730968681028124,6.537745130139307,5.255349319143795,6.606999258760597,6.002678914314613,6.528599151280253,6.167283100534678,5.712284107518487,6.611217389512185,5.964998350334801,6.48974534487792,5.974212557045438,5.124191548792933,5.315876123494595,5.8892209865214,5.606044325262976,5.478140485610525,6.0646875151377015,6.2188305895713105,6.432477827273728,5.628548227472865,6.737429478028043,6.0450150957869555,5.490304749954059,6.172021657024659,6.233657736464578,5.552758759705224,5.800660709246974,5.60194892152306,5.639914724301645,5.632938673795439,5.668844638548448,5.730612391991901,5.084729269631627,5.540151893592827,5.586926683800638,5.95700286319583,6.418545624723983,5.863248288901032,5.83406561532262,5.46579725918952
LOC134687107,4.616033624054131,4.884275650275171,4.274959625075539,4.6159028418583175,4.213595869063308,4.525032741348156,4.7626655319390645,4.498039832103799,4.50081700571418,4.817369512298393,4.340788049259187,4.6395481541305115,3.4856216075055424,4.419593716107821,4.5367166522100275,3.4856216075055424,4.739239056576741,3.4856216075055424,3.4856216075055424,4.965144015684393,5.526193660304234,4.398336127783874,4.2000802556750765,4.565855760995036,3.4856216075055424,4.305533972480702,4.8430137984355035,4.238179318473275,3.4856216075055424,3.4856216075055424,4.095778725399122,4.109784968073189,3.4856216075055424,4.611901320635718,4.885353542884621,4.2418034400617195,4.929267980163632,4.265435543003207,4.665310496932984,4.256334312164903,4.775773958036371,5.0826190158559434,4.7954175649391475,4.822627963003427
LOC134716152,4.521731707049247,5.289381336445969,5.445854744977331,4.883671413206302,5.0039195826494876,5.3583957002134746,4.807804886538077,5.920196983370274,4.838609300098846,5.427780948149623,6.260956398394943,4.6395481541305115,5.942502055458523,5.780199941467544,6.280704199938925,5.842508048695172,5.2642171805917775,5.8892209865214,5.191756340122556,6.541627002522104,5.1574350095889425,5.542012229383611,5.158338821997673,5.594399940036045,5.095966976300448,5.6881430263077135,5.775806028352874,5.2720770089450735,4.866714345577917,4.471889119120515,4.607189993899381,3.4856216075055424,5.388548235317411,5.663990979835432,4.974434942560217,4.908417311357233,5.177811415943436,5.037049496016996,4.88028694215371,6.391001782143669,5.67387525107358,6.045730420736693,5.657342223615608,5.287383862522517
LOC134682152,11.434248404459474,11.220572304855372,11.337611034648262,10.247897474177535,11.605063137985276,9.60119207550418,10.317990782746785,8.740817048424324,10.495875273724753,8.733530552860945,10.725120463896097,10.7466837773408,9.8984373972949,9.811909805097242,9.901426764614763,10.16400904277644,10.552165337007196,9.564829078706886,11.546867152267101,7.392352085987498,9.332473610418678,11.172005119149734,11.47126597141873,9.996037615774902,11.27229017773368,12.048426443940084,10.534014021265829,10.979025375321667,10.248578167888246,11.201072831120637,8.216939804290584,8.751494956045576,10.181670765777707,11.416034568300574,11.160429916803684,9.866895519784439,9.904500310657392,10.630947473954203,8.086791885914996,10.47345215883226,9.673574482507552,9.999239895021853,9.50172120656241,9.884969070274527
LOC134712313,4.416176218028529,4.40841142817431,4.274959625075539,3.4856216075055424,4.7217671569988635,4.827283152461085,4.807804886538077,5.070842544240254,4.6503170423316025,4.6847045491561135,4.491828491760078,5.02616987867245,5.115971503995934,5.202344666443951,4.616996298678703,5.027629395175536,4.8954628499296655,4.656822057270212,4.434474449712818,5.107201981995057,4.147637611423603,4.482270835899173,4.927381475498371,3.4856216075055424,4.788179253036657,4.3993494849325,4.182825562614903,4.656643922900971,4.04474802139578,4.617516716592072,4.607189993899381,4.247165951958506,4.802073261373976,4.2334123389965015,4.681064482516025,4.863579541974947,4.87221282198528,4.575796325094208,3.9421215774609126,4.888742360431022,4.775773958036371,5.399482118570165,4.950765136287509,4.9146098382556165
