LOC_ID,T014F,T015F,T016F,T017F,T019F,T021F,T023F,T025F,T026F,T027F,T029F,T030F,T031F,T033F,T034F,T035F,T036F,T037F,T038F,T039F,T040F,T041F,T046F,T049F,T052F,T055F,T056F,T057F,T058F,T110F,T111F,T112F,T118F,T119F,T126F,T127F,T128F,T129F,T130F,T131F,T132F,T133F,T134F,T135F
LOC134714763,5.161106659455341,4.7701517067097665,5.122853600042183,4.6159028418583175,3.4856216075055424,3.4856216075055424,5.179079093854044,5.176866872110864,5.093352165817047,5.184452726705382,4.882430453335386,4.970630621473927,5.071715948872698,4.9710730418026525,4.824251557126828,4.805290975606962,4.965788943409139,5.0483603334092155,3.4856216075055424,4.60877722341346,4.61341705166773,4.869609207156054,5.199493254868309,4.981347566689201,4.560606905004692,4.973449515150225,5.395574487297344,4.810680526702686,5.129402233262336,5.004470694034411,4.87315615126485,4.841724347741435,5.011317598940861,4.87884277200105,4.885353542884621,4.992937899065649,5.035239865325911,5.263703757332485,5.164648755491846,5.099862385517364,3.4856216075055424,4.64219302119257,5.086937200052853,5.254974808126341
LOC134683207,4.616033624054131,5.035686144710023,3.4856216075055424,5.235549102299495,4.582821399835069,5.18146053484156,5.270653660999367,5.01395975001077,4.894477855851005,5.312129821425011,4.678519322129957,5.129757767195854,4.927624495457386,4.927517930281189,5.146942757732694,5.213399021491339,5.587689702294589,4.870450885456285,5.191756340122556,4.926644919803144,5.499291969322826,5.193213415577311,5.579435631334503,5.237134667184787,5.593841316008192,5.3816904308228715,4.919321319711144,4.901955894737021,5.276400626174059,5.326908463740662,5.2652944475491195,5.383999477632594,5.241116350351008,5.185637006460745,5.45856337165308,5.4012344275961315,5.3831466429525365,5.228801220577649,4.88028694215371,5.174516759718575,4.775773958036371,4.973927480573754,4.950765136287509,5.318956390510622
LOC134721843,4.853913384838152,4.884275650275171,4.749898218412767,3.4856216075055424,5.099261160124148,4.878234952491787,4.8926529711495,4.590376740976339,4.838609300098846,4.61106982411829,4.5583533758135095,4.7848576679646095,3.4856216075055424,4.83481803954784,4.616996298678703,5.1696326413882945,4.554177601348916,4.381037388969404,3.4856216075055424,4.6608097430461015,4.335458356585868,4.921938056135335,3.4856216075055424,4.922539504388693,4.4939533630401085,4.871085131151984,3.4856216075055424,4.538485781901743,5.167882035547285,5.004470694034411,4.440069536437421,4.776524758446703,3.4856216075055424,4.685584819658119,3.4856216075055424,4.60465872181257,4.43939580246441,4.697715703750568,4.665310496932984,4.424174101317418,3.4856216075055424,4.717645574362745,4.542913204297259,4.8696042774647905
LOC134691074,6.130500370836724,6.3150256187729505,5.859368572283039,5.7884602611243245,6.172490373727681,6.130125026981871,5.670036901396666,5.920196983370274,6.017337752086607,6.124478064261951,5.985916515553227,5.913172947821113,5.549573297566124,5.51014811656489,5.761954131057381,6.323721797922214,5.812087287517415,5.8892209865214,5.482504191532268,5.5500658636700555,6.247146417413785,5.978506583923854,5.8959922164878025,6.260935691404562,6.151955883885297,6.002555463049199,5.947528267396957,6.697844729328649,5.894260637703055,6.0410732965191185,6.2804149942641745,6.2707344838695,5.974407404140958,5.500709678995602,5.668844638548448,5.937481735976274,5.852986770687017,5.8785274842603386,5.690383063982855,5.463032223377622,6.172078703282999,5.835036742255522,5.990097042050468,6.224061157036568
LOC134725448,5.105923937922045,4.570450444384755,3.4856216075055424,5.0478265912698985,5.229100373294821,5.513209587053622,5.008673461871046,5.070842544240254,4.998301351984698,4.753198208776275,4.620342810246739,4.850422795066156,4.819914932974123,4.6782870130875205,4.997149657798875,5.213399021491339,5.094452530584886,4.870450885456285,5.015004411249759,5.038381114313206,4.874108382114512,5.193213415577311,5.199493254868309,4.922539504388693,4.97435675062899,5.346547612336078,5.057722414085938,4.857293539352152,5.407557593750687,4.8556696992714645,5.036276243177897,3.4856216075055424,5.073146001670316,5.13984661883539,4.560665598617529,4.7677957103863156,4.983505863294986,4.856471289041577,4.813473764522187,4.9780062723939595,4.848809564145546,5.317046763887,4.849742150904662,5.152174681936751
LOC134725095,9.350855480767294,8.813081338834191,8.440752589464074,8.082201499781476,8.86085078196777,8.468334182826109,9.415363569846834,9.648557125388672,8.021446565486064,8.54448289940698,10.04278841292386,9.771445825009183,9.044283848828282,8.861952666352897,9.533195234776482,9.225814543856897,8.851810335663044,8.820366899419236,9.715840794625704,8.59573308392949,8.969874806254126,9.512611441531673,9.529545827059172,9.515043129395712,9.296138451981964,8.867807838155345,9.342166898242642,9.491475098635302,8.892713246040536,9.352028390908332,8.840292558668375,9.323823227908704,9.712740430038338,9.825819351770221,8.292143379755693,9.32922340906726,9.732623180407826,8.913990113858066,9.196024787810298,9.902172377922247,9.52214780541789,9.356843220458371,9.510637252566935,9.26984798148915
LOC134697389,3.4856216075055424,3.4856216075055424,4.274959625075539,3.4856216075055424,3.4856216075055424,4.593560101034989,5.008673461871046,4.498039832103799,4.50081700571418,4.232845169312867,4.927792144237157,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.7597889699603995,5.1696326413882945,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.60877722341346,3.4856216075055424,4.398336127783874,4.699646353444076,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.182825562614903,4.857293539352152,4.361698384680389,4.617516716592072,3.4856216075055424,3.4856216075055424,3.4856216075055424,4.2334123389965015,4.421814362224102,4.60465872181257,4.983505863294986,4.994577506993564,4.490230013080221,3.4856216075055424,4.611724430614147,4.973927480573754,4.738093002530079,4.667354765451767
LOC134697362,5.161106659455341,4.987464220856236,4.588814705995792,4.6159028418583175,5.14414184090859,4.174330323023389,4.807804886538077,3.4856216075055424,5.181207759734305,4.989514060701923,4.4197794405741595,4.970630621473927,4.633947041178816,3.4856216075055424,4.5367166522100275,4.3372393986474655,4.651150286974466,4.733123479365013,4.637909433735165,4.60877722341346,4.61341705166773,4.629291786268318,4.633748062142452,3.4856216075055424,3.4856216075055424,4.3993494849325,3.4856216075055424,4.538485781901743,5.205153658507151,4.471889119120515,3.4856216075055424,4.841724347741435,4.722032052311158,4.754122977998788,4.974434942560217,4.406667734782182,3.4856216075055424,4.753409054942764,4.581916466917023,4.7391509669580865,4.611724430614147,4.560284685677968,3.4856216075055424,4.609669811765761
LOC134724950,4.521731707049247,4.641688753482412,4.749898218412767,4.941128244648555,4.504766148189845,4.973468716387261,5.299703493175757,5.564838453947028,4.50081700571418,4.097962605832518,5.092761943014871,5.178299590504511,4.977734554836782,5.092461748194455,5.237137468397303,4.805290975606962,4.554177601348916,4.123772475412289,4.637909433735165,5.107201981995057,5.499291969322826,4.629291786268318,4.977484405396345,4.475407484964607,5.016353228467542,4.8160214012724545,4.462471953328906,4.324702004857178,4.647490532341243,5.135892092297969,4.527546828455406,4.706912011377609,4.539278960104146,4.754122977998788,5.0569313285089965,4.6621123842144145,4.526816193084536,4.856471289041577,4.742102823075857,4.791432952991107,4.848809564145546,5.513795762055958,5.043332292282563,4.822627963003427
LOC134696022,3.4856216075055424,4.0751352412784545,4.749898218412767,4.6159028418583175,3.4856216075055424,4.450778162446272,4.499454984493403,4.276102877841589,4.3200535795355846,4.443414968894969,4.678519322129957,4.367549985548172,4.3080346904909925,4.7852520330834505,3.922610617287647,4.434450446314524,3.4856216075055424,4.573972592514868,4.310942790973837,4.802208078387048,4.777684885927803,4.482270835899173,4.562954889790024,4.374262872309511,4.254332264812352,4.696272534662013,4.462471953328906,4.656643922900971,4.516160388327776,4.471889119120515,4.230199138325035,4.706912011377609,5.131831141645777,4.444131992946058,3.4856216075055424,4.328721194686021,4.341708151492262,4.435133726939044,4.490230013080221,4.9780062723939595,3.4856216075055424,4.470266930204273,4.384707424344473,4.482267162661593
