"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"gene-LOC134714763|LOC134714763" 21.478697599818 0.00643646284297692 0.18813062069947 0.967995866615615 0.985346053918658
"gene-LOC134683207|LOC134683207" 32.5110292630874 0.0251313483823625 0.139238317813062 0.84340421214949 0.917878390009528
"gene-LOC134721843|LOC134721843" 13.2314957521612 -0.145821436866078 0.234311381519876 0.397873774592531 0.596534774650886
"gene-LOC134687363|LOC134687363" 15.3439077682821 -0.160234958002905 0.352471149374896 0.232115046891676 0.433610154412684
"gene-LOC134691074|LOC134691074" 33.9291906676928 -0.123464466250636 0.156480296688831 0.371121405569686 0.574082537428267
"gene-LOC134725448|LOC134725448" 39.0261815103531 -0.319526075083139 0.159951308364252 0.023936457789057 0.0876249270056061
"gene-LOC134725095|LOC134725095" 1005.63444758847 0.412567485615577 0.144152868289148 0.00167888108249774 0.0113003205700959
"gene-LOC134697389|LOC134697389" 10.0154500720171 -0.0475506665025803 0.286275369279744 0.753870595388046 0.864465766338338
"gene-LOC134697362|LOC134697362" 8.05202243397366 -0.0560066847979476 0.246132720142183 0.736035870710862 0.854852976759541
"gene-LOC134724729|LOC134724729" 7.14297183727665 0.0326794565393628 0.307526853830077 0.796359621606664 0.890798657570687
"gene-LOC134724950|LOC134724950" 44.3311506503476 0.456030670554214 0.216523898290105 0.0106148015794816 0.0479468916415359
"gene-LOC134700210|LOC134700210" 59.1102520609967 0.892443428598259 0.322842898960779 0.000557038855940973 0.00460496716086457
"gene-LOC134715300|LOC134715300" 47.0256602751914 0.314178573940233 0.122773804608395 0.00591481111398374 0.0305230006563553
"gene-LOC134721619|LOC134721619" 16.4521500377247 0.364493626132918 0.331306361358035 0.0820109977443893 0.215481426362607
"gene-LOC134680880|LOC134680880" 66.2632519721043 0.144158318276344 0.148272661201423 0.278004860203237 0.483394194810412
"gene-LOC134721896|LOC134721896" 29.5253854123857 0.331085261113443 0.198263806230544 0.0442837607672904 0.13831856986724
"gene-LOC134682079|LOC134682079" 133.968131323739 0.451970601053834 0.131495752782528 0.000209759403852322 0.00207363240218107
"gene-LOC134690923|LOC134690923" 168.903416072085 0.00121397848620633 0.109203153323415 0.991327559155038 0.996340165460396
"gene-LOC134707468|LOC134707468" 32.4001632357445 5.93031602801605 1.00201591361251 1.86518618262703e-10 9.12017494859422e-09
"gene-LOC134727934|LOC134727934" 45.8438674978538 0.363666073287456 0.152134532016151 0.00774701323043326 0.0374318730344162
"gene-LOC134721887|LOC134721887" 10.4869134109615 -0.491543851514749 0.33523054364026 0.0293922152321744 0.102459307829805
"gene-LOC134712069|LOC134712069" 56.8465332776524 0.104814299869093 0.305344339379881 0.490132927631244 0.677807674560703
"gene-LOC134694794|LOC134694794" 14.6731243045494 -0.214575332660851 0.360043296068984 0.191540927709962 0.384775658760027
"gene-LOC134715471|LOC134715471" 38.3556734692131 -0.160680056143969 0.156120760935427 0.243996007014629 0.447825696092832
"gene-LOC134725168|LOC134725168" 41.4490448694675 0.549208056880595 0.328244889610889 0.0170612996973712 0.0676742131320973
"gene-LOC134715042|LOC134715042" 54.7160840013779 -0.25213585313624 0.225254326855659 0.148049627264423 0.325315794306869
"gene-LOC134703116|LOC134703116" 103.236739932744 0.112945210596754 0.134073753077546 0.358413083181605 0.561352522121835
"gene-LOC134711670|LOC134711670" 59.6467002458605 -0.258803759781179 0.222135805144575 0.135677500631872 0.306871492820977
"gene-LOC134706624|LOC134706624" 28.2362659179027 -0.0576990863651085 0.142848505267808 0.655514982866041 0.801046214633118
"gene-LOC134711335|LOC134711335" 47.1556130728661 0.270339743531508 0.176072149906281 0.0736491196347913 0.20056693319125
"gene-LOC134717773|LOC134717773" 131.699216908167 0.857018165401255 0.146658203407573 6.933228396939e-10 3.07316757887085e-08
"gene-LOC134711399|LOC134711399" 151.659493120808 0.361171303879206 0.154198835096283 0.00888663996014027 0.0416721105026153
"gene-LOC134688399|LOC134688399" 15.6618803338119 0.755368992307879 0.333526448824777 0.00274010067010407 0.0169280780208582
